"Player","Pos","Squad","id","Age","Season","RATING","Sh/90","np:G-xG","Dist","xG","npxG/Sh","Cmp%","PrgDist","A-xAG","PrgP","Crs","SCA90","PassLive","TO","GCA90","Tkl%","Blocks","Tkl+Int","Err","Def Pen","Att Pen","Succ%","44986","PrgR","Min%","Compl","onG","onGA","xG+/-90","CrdY","CrdR","Fls","Recov","Won%","def","mid","forw","Age^2"
"Jonas Hofmann","midfielder","M'Gladbach","2903a856","27","2019","77","1.32","0.6","17.4","4.4","0.18","78.2","3435","-0.5","80","74","3.69","38","1","0.5","28.9","19","61","0","21","40","42.9","58","67","53.4","12","36","24","0.76","3","0","12","125","15","0","1","0","729"
"Jonas Martin","midfielder","Strasbourg","468fdbad","29","2019","73","0.36","0","22.9","0.8","0.05","89.2","685","-0.2","13","6","2.55","5","0","0","33.3","0","6","0","4","3","75","10","1","10.2","2","1","3","0.86","0","0","4","18","33.3","0","1","0","841"
"Jonathan Bamba","forward","Lille","b2bd0f6c","23","2019","78","2.09","-3.3","22.6","5.6","0.07","79.3","2727","1.3","80","51","4.04","49","11","0.33","24.1","19","28","2","9","59","54.9","68","132","76.9","13","27","20","0.29","1","0","15","129","40","0","0","1","529"
"Jonathan Schmid","defender","Freiburg","088ca1bd","29","2019","77","1.4","1.7","23.9","3.3","0.08","73.8","8838","-1.5","128","100","2.57","52","2","0.1","51.4","41","77","0","92","41","42.4","94","142","92.7","26","47","43","-0.41","1","0","13","144","59.6","1","0","0","841"
"Jonathan Tah","defender","Leverkusen","bd142efb","23","2019","79","0.26","-0.3","14.9","0.3","0.05","89.7","10926","0.6","132","4","0.82","17","0","0.13","62.1","11","63","2","164","10","87.5","88","2","68.4","21","41","27","0.35","4","1","29","152","73.5","1","0","0","529"
"Jonjo Shelvey","midfielder","Newcastle Utd","3727dd3c","27","2019","77","1.91","3.5","26.7","2.5","0.05","72","6086","-1.6","124","89","3.48","56","4","0.25","26.2","19","52","0","58","22","75","123","28","62","19","29","34","-0.7","3","0","19","139","56.7","0","1","0","729"
"Jonjoe Kenny","defender","Schalke 04","099e666f","22","2019","76","0.4","0.7","20.8","1.3","0.11","73.9","8529","1.6","136","59","1.39","37","0","0.1","51","38","75","0","85","25","55","100","125","88.8","23","36","49","-0.45","5","0","28","176","49.2","1","0","0","484"
"Jonny Evans","defender","Leicester City","f8fcd2a5","31","2019","80","0.61","-2.7","8.4","3.7","0.16","86.5","15190","0.3","157","8","0.93","28","1","0.16","71.8","7","105","4","340","47","75","131","4","98.9","35","64","40","0.39","8","1","35","230","64.3","1","0","0","961"
"Jordan Amavi","defender","Marseille","22721b88","25","2019","78","0.67","0.3","21.9","0.7","0.05","78.8","5254","0","72","31","1.5","27","0","0.08","48.4","22","111","0","78","28","57.7","42","92","85.9","23","36","22","0.33","9","0","41","126","73.3","1","0","0","625"
"Jordan Ayew","forward","Crystal Palace","da052c14","27","2019","77","1.66","1.5","14.8","7.5","0.13","78.9","1767","-0.5","60","25","2.32","48","13","0.23","34.7","24","63","0","30","123","62.4","38","184","92","23","28","45","-0.53","6","0","59","147","31.3","0","0","1","729"
"Jordan Ferri","midfielder","Montpellier","375622c5","27","2019","73","0.86","-0.4","23.6","0.4","0.04","81.3","3235","-1.3","97","30","4.3","42","2","0.08","29.5","22","32","0","12","10","65.6","82","50","45.6","7","13","17","-0.1","1","1","21","104","50","0","1","0","729"
"Jordan Henderson","midfielder","Liverpool","935e6b8f","29","2019","86","0.8","2.9","19.2","1.1","0.05","82.4","7061","1.9","197","58","2.13","45","2","0.24","40","24","93","2","29","43","60.7","173","77","65.4","16","54","14","0.9","2","0","31","183","70.6","0","1","0","841"
"Jordan Torunarigha","defender","Hertha BSC","f86cabbd","21","2019","75","0.12","0.4","8.5","0.6","0.28","84.8","4671","0.3","42","2","1.17","17","1","0.12","66.7","6","63","0","126","11","63.6","33","8","47.8","16","25","26","-0.29","3","0","17","75","75","1","0","0","441"
"Jordan Veretout","midfielder","Roma","4a56052c","26","2019","79","0.82","0","27.8","4.9","0.04","86.7","8219","-2.8","207","76","2.91","63","0","0.17","32.6","18","54","1","48","22","78.4","192","51","76.9","23","53","36","0.67","6","0","33","158","38.9","0","1","0","676"
"Jorginho","midfielder","Chelsea","45db685d","27","2019","83","0.34","0.1","24.7","3.2","0.1","87.8","9262","-0.8","218","10","3.06","74","0","0.3","38.5","20","130","2","79","10","61.9","248","29","69.6","19","45","40","0.79","10","0","27","247","26.9","0","1","0","729"
"Joselu","forward","AlavГ©s","6265208f","29","2019","76","2.78","-1","13.9","11.7","0.14","51.3","1920","0","79","4","2.17","40","0","0.42","12.5","16","39","0","50","130","38.2","61","117","81.3","21","31","47","-0.31","6","0","51","100","66.3","0","0","1","841"
"Joshua Kimmich","forward","Bayern Munich","49296448","24","2019","88","0.83","2.8","24.9","1.2","0.04","84.8","14452","-1.3","310","230","4.63","89","3","0.67","40","31","81","0","87","34","63.3","241","106","92.1","28","90","31","1.57","7","0","27","220","47.3","0","0","1","576"
"Joshua King","forward","Bournemouth","43458538","27","2019","77","1.03","-1.1","14.4","6.5","0.18","70.4","1128","-0.1","46","22","2.73","45","8","0.36","25","27","24","0","12","84","48.6","21","151","58.8","13","23","37","-0.3","0","0","37","105","47.2","0","0","1","729"
"Josip Brekalo","midfielder","Wolfsburg","d4a2533d","21","2019","76","2.26","-0.8","20.9","3.8","0.09","68.3","3130","-1.8","89","78","5.12","63","7","0.43","21.7","31","34","0","11","67","46.3","48","146","54.6","3","28","25","0.44","0","0","17","91","32.4","0","1","0","441"
"Josuha Guilavogui","forward","Wolfsburg","e6c43eec","28","2019","78","1.05","-1.3","18.6","1.3","0.05","80.8","5373","0","96","6","1.35","26","3","0.09","33.3","12","86","2","92","22","68.4","76","23","67.4","20","28","30","0.26","7","1","44","181","59.4","0","0","1","784"
"JosГ© CallejГіn","forward","Napoli","78841da9","32","2019","84","1.74","-1.2","15.7","5.2","0.12","79.6","3569","0.5","96","170","4.72","77","0","0.37","36","23","23","1","15","70","31","59","224","63.5","12","37","35","0.4","2","0","13","88","37.5","0","0","1","1024"
"JosГ© MarГ­a GimГ©nez","defender","AtlГ©tico Madrid","f0da930c","24","2019","84","0.56","-0.9","12.1","0.9","0.09","85.2","5841","0","39","0","0.56","10","0","0","63.6","6","43","1","132","18","100","32","2","51.3","19","29","13","0.67","2","0","14","87","73.6","1","0","0","576"
"JoГЈo Cancelo","defender","Manchester City","bd6351cd","25","2019","83","1.12","-0.6","23.9","0.6","0.04","87.7","4054","-2.8","105","47","3.87","41","5","0.22","60","15","61","0","30","33","69.8","87","80","35.3","12","35","11","1.6","4","0","17","99","46.3","1","0","0","625"
"JoГЈo Moutinho","midfielder","Wolves","f5a00fa4","32","2019","83","0.64","0.1","25","0.9","0.04","79.5","8779","-1.9","216","221","3.62","68","0","0.29","33.1","19","143","1","44","6","71.4","155","51","90.9","30","46","36","0.37","7","0","40","248","42.2","0","1","0","1024"
"JoГЈo Pedro","forward","Cagliari","81255c03","27","2019","69","2.31","5.1","16.1","13.7","0.11","75.3","1926","0.8","65","15","2.23","56","3","0.34","16.7","20","26","0","47","137","48.1","46","196","92.1","29","51","49","-0.41","6","0","47","102","44.3","0","0","1","729"
"Juan Cuadrado","midfielder","Juventus","0ab1f153","31","2019","81","0.68","0.8","19.6","1.2","0.06","87.7","11397","0.7","174","86","3.76","97","4","0.34","56.5","20","102","0","64","45","59.2","188","189","77.6","26","60","26","0.9","7","1","28","169","36.1","0","1","0","961"
"Juanmi","forward","Betis","84399660","26","2019","75","2.39","-0.5","14.7","1.5","0.22","75","93","-0.1","2","2","0.68","2","0","0","25","1","4","0","1","11","66.7","1","13","7.7","0","3","5","-0.45","2","1","2","11","66.7","0","0","1","676"
"Jules KoundГ©","defender","Sevilla","4d1666ff","20","2019","79","0.9","-1.2","11.8","2.2","0.1","84.6","8245","0","82","16","0.82","14","3","0.19","55.6","11","46","2","167","40","85.7","78","31","67.5","24","39","22","0.41","6","0","21","108","66.4","1","0","0","400"
"Julian Brandt","midfielder","Dortmund","a167537f","23","2019","84","1.35","-0.6","16.8","3.6","0.11","82","4944","1.6","188","38","3.43","69","8","0.78","45.5","34","64","1","16","83","71.7","119","183","72","12","61","30","0.57","0","0","12","132","43.8","0","1","0","529"
"Julian Draxler","midfielder","Paris S-G","1a992676","25","2019","80","1.71","-1.1","18.5","1.1","0.08","88.5","1370","2.2","61","11","2.89","17","1","1.05","46.7","3","23","0","2","21","60","26","51","28.2","4","20","10","1.38","5","0","17","52","75","0","1","0","625"
"Junior Sambia","forward","Montpellier","24eb7ed6","22","2019","68","1.99","0.4","22.6","0.6","0.05","77.6","1449","0.8","23","25","3.07","10","1","0.15","23.1","1","16","0","13","7","40","18","26","23.3","1","11","12","-0.31","3","1","14","37","53.3","0","0","1","484"
"JГ©rГґme Roussillon","defender","Wolfsburg","13203c45","26","2019","80","0.72","0","23.7","1","0.05","71.6","4854","-1.8","61","71","1.94","41","6","0.19","51.7","31","78","0","74","44","53.4","42","120","77.3","21","38","37","0.33","4","0","18","147","41.9","1","0","0","676"
"JГіhann Berg GuГ°mundsson","midfielder","Burnley","f72293fc","28","2019","77","1.45","0.4","15.5","0.6","0.06","68.4","653","0","6","35","4.35","23","2","0.43","12.5","3","11","0","9","23","83.3","5","31","18.2","1","11","7","0.52","0","0","9","31","33.3","0","1","0","784"
"Kai Havertz","midfielder","Leverkusen","fed7cb61","20","2019","85","2.13","2.6","15.6","9.1","0.14","84.2","3224","-1.8","139","28","4.47","99","12","0.48","15.4","36","23","0","25","133","47.9","97","250","80.2","20","50","35","0.18","3","0","26","100","42.2","0","1","0","400"
"Kalidou Koulibaly","defender","Napoli","da974c7b","28","2019","88","0.6","-0.8","13.7","0.8","0.05","91.1","11880","-0.5","132","4","1.15","22","1","0.04","60.7","6","82","1","209","23","55","124","10","61.5","22","41","34","0.49","7","1","36","159","57.8","1","0","0","784"
"Karim Bellarabi","forward","Leverkusen","bee0bab1","29","2019","82","3.41","-2.4","16.5","6.4","0.12","66.8","2076","1","43","110","3.6","39","6","0.57","32.1","29","29","0","7","81","55.4","28","207","46.5","6","29","20","0.45","2","0","22","67","33.3","0","0","1","841"
"Karim Benzema","forward","Real Madrid","70d74ece","31","2019","89","3.41","-0.3","15","20.3","0.14","84.3","2781","0.4","173","23","3.47","102","12","0.49","12.5","24","25","1","33","238","55.9","74","270","91.8","21","63","22","0.86","0","0","21","71","43.3","0","0","1","961"
"Karim Onisiwo","forward","Mainz 05","f26834c7","27","2019","74","2.14","-1","15","5","0.12","60.6","661","1.1","29","24","3.49","32","16","0.42","38.5","11","34","0","17","96","63","10","123","56.5","7","29","33","-0.45","3","0","34","66","39.6","0","0","1","729"
"Karim Rekik","defender","Hertha BSC","3376a776","24","2019","75","0.36","0.4","13.1","0.6","0.13","87.6","4352","-0.3","45","2","0.71","8","0","0.21","50","4","34","0","83","10","80","37","5","41.2","14","17","29","-0.31","0","0","9","75","59","1","0","0","576"
"Karol Linetty","midfielder","Sampdoria","d023d70f","24","2019","74","1.43","2.2","21.3","1.8","0.06","77.3","2828","0.8","84","33","3.34","63","2","0.4","32.3","24","87","0","27","49","64.9","66","103","59","14","31","44","-0.34","4","0","43","140","34.4","0","1","0","576"
"Kelechi Iheanacho","forward","Leicester City","c92e1a31","22","2019","74","3.38","-1","15.4","6","0.17","80","555","0.4","29","2","3.47","21","7","0.47","11.1","15","6","0","5","72","59.3","12","88","28.1","2","18","9","0.91","1","0","24","25","9.7","0","0","1","484"
"Kerem Demirbay","midfielder","Leverkusen","54b4dc4e","26","2019","80","1.72","-2.2","21.4","3.2","0.11","77.5","5549","0.9","102","122","4.97","44","2","0.57","38.7","21","57","1","18","28","71.8","105","37","51.4","8","29","22","0.39","4","1","24","131","57.6","0","1","0","676"
"Kevin Akpoguma","defender","Hoffenheim","6ec6fde0","24","2019","73","0.16","-0.1","19.5","0.1","0.05","87.7","3892","-0.1","32","3","0.32","4","0","0","54.2","6","37","0","130","2","66.7","28","5","37.3","11","19","19","-0.33","2","0","8","72","43.8","1","0","0","576"
"Kevin Bonifazi","defender","SPAL","fb77bfef","23","2019","70","0.38","-0.2","12.7","1.2","0.23","85.7","4103","-0.2","33","4","0.38","3","1","0","50","2","51","2","148","5","80","28","1","34.8","12","9","37","-0.97","2","1","12","100","83.3","1","0","0","529"
"Kevin De Bruyne","midfielder","Manchester City","e46012d4","28","2019","91","3.13","5.2","21.8","7.3","0.06","73.6","8949","0","280","304","7.51","164","13","1.03","27.3","48","63","2","39","150","59.3","159","257","81.6","20","87","22","1.71","3","0","26","136","51.5","0","1","0","784"
"Kevin Kampl","midfielder","RB Leipzig","b825a650","28","2019","81","0.67","1.7","21.9","0.3","0.06","87.4","1657","-0.5","50","7","2.67","17","0","0.27","30.4","13","33","0","9","5","77.8","45","22","22.1","2","18","6","1.13","1","0","11","58","25","0","1","0","784"
"Kevin Lasagna","forward","Udinese","09538fdb","26","2019","75","2.77","-0.6","15.1","10.6","0.13","67.7","608","-1.5","38","19","2.03","42","3","0.14","19.4","17","37","1","25","145","34.3","17","139","75.1","16","27","39","-0.31","1","0","46","78","36.3","0","0","1","676"
"Kevin Long","defender","Burnley","5a4280b1","28","2019","71","0.32","-0.2","11.9","0.2","0.09","74.1","1037","0","8","0","0.16","0","0","0","44.4","4","11","0","30","3","100","5","0","16.5","6","7","5","0.08","0","0","9","23","55.3","1","0","0","784"
"Kevin Strootman","midfielder","Marseille","ef2e5e1a","29","2019","77","0.64","0","19.4","1.8","0.1","85.2","4225","2","93","6","1.78","25","0","0.32","40.8","13","56","0","37","20","60","88","20","56.2","13","21","17","0.22","7","0","32","82","48.3","0","1","0","841"
"Kevin Vogt","forward","Werder Bremen","1d8e9add","27","2019","77","0.08","-0.1","9.1","0.1","0.12","85.8","4851","-0.4","42","1","0.57","7","0","0","50","2","39","1","84","8","100","27","3","36.1","8","18","22","-0.46","3","0","20","90","62.5","0","0","1","729"
"Kevin Volland","forward","Leverkusen","64f69877","27","2019","81","3.43","-1.5","14.5","11.5","0.15","67.3","1388","1.2","57","39","3.39","54","9","0.66","31.3","31","21","0","10","136","62.9","32","175","66.9","17","41","28","0.3","3","0","21","74","44.7","0","0","1","729"
"Kieran Trippier","defender","AtlГ©tico Madrid","21512407","28","2019","83","0.14","-0.1","24.9","0.1","0.05","70.7","6986","-0.5","115","130","3.41","44","0","0.36","64.2","28","76","0","59","20","72.2","67","124","57.9","19","30","15","0.83","2","0","20","132","51","1","0","0","784"
"Kingsley Coman","forward","Bayern Munich","042e8a49","23","2019","84","2.21","-0.7","16.9","4.7","0.13","76.1","1767","-1.8","75","75","5.2","68","11","0.6","44.4","25","23","0","1","117","59.8","28","329","49.2","8","48","18","1.17","2","0","11","87","51.4","0","0","1","529"
"Koffi Djidji","defender","Torino","933d3b51","26","2019","72","0","0","0","0","0","85.8","2332","0","16","0","0.42","4","0","0.11","44.4","0","42","1","100","0","88.9","10","1","24.9","5","10","22","-1.08","0","0","12","56","50","1","0","0","676"
"Koke","midfielder","AtlГ©tico Madrid","55126f3b","27","2019","85","0.77","1.4","17.5","2.6","0.11","81.3","5402","-0.8","146","87","3.47","67","0","0.37","32.6","20","99","2","44","50","63.6","110","83","78.9","26","45","20","0.72","5","0","23","172","41.4","0","1","0","729"
"Konrad Laimer","midfielder","RB Leipzig","c1b7847c","22","2019","82","0.38","1.2","21.1","0.8","0.09","80.6","5175","3.8","143","8","2.68","49","8","0.68","42.2","27","125","0","39","18","66","111","39","69.1","16","60","24","1.15","8","1","62","190","45.8","0","1","0","484"
"Kurt Zouma","defender","Chelsea","ce4246f5","24","2019","80","0.58","-1.2","11.4","1.2","0.08","88.4","11195","-0.2","108","0","0.58","13","0","0.04","56.3","8","81","2","243","25","66.7","97","2","68.5","24","47","37","0.68","6","0","30","150","75.5","1","0","0","576"
"Kyle Walker","defender","Manchester City","86dd77d1","29","2019","85","0.53","-0.2","25","1.2","0.09","86.9","7080","2.5","194","54","1.99","43","5","0.23","41.4","27","56","1","59","33","74.2","203","121","69.9","22","75","24","1.48","5","0","27","144","47.6","1","0","0","841"
"Kyle Walker-Peters","defender","Southampton","984a5a64","22","2019","75","0.26","-0.1","15.6","0.1","0.05","75.3","1478","-0.6","18","11","0.9","6","0","0.13","37.5","14","27","1","29","10","89.5","21","25","20.6","6","14","8","0.48","1","0","6","62","30","1","0","0","484"
"Kylian MbappГ©","forward","Paris S-G","42fd9c7f","20","2019","90","5.18","2.4","14.2","15.6","0.18","75.8","1454","-4.5","59","48","5.59","59","19","0.71","30","11","10","0","1","181","51.4","25","260","62.3","12","54","16","2.18","0","0","11","33","50","0","0","1","400"
"KГ©vin Gameiro","forward","Valencia","42276181","32","2019","79","1.02","1.5","14.1","5.3","0.25","75","467","-0.9","26","21","1.59","21","3","0.28","23.8","19","22","0","6","78","58.6","14","121","46.2","5","21","28","-0.35","0","0","14","43","12.5","0","0","1","1024"
"KГ©vin N'Doram","midfielder","Metz","e50623a0","23","2019","72","0.49","-0.4","26.2","0.4","0.04","88.6","3904","-0.3","86","0","2.19","31","2","0","42.5","10","69","0","35","7","64.3","51","7","65.3","18","18","24","-0.54","2","0","24","97","51.7","0","1","0","529"
"KГ©vin Rodrigues","forward","LeganГ©s","f1bed920","25","2019","74","1.07","-0.2","23.7","1.2","0.05","64.9","3556","-0.8","50","143","2.94","36","5","0.19","54.3","20","87","1","43","28","70.6","31","106","56.5","15","19","25","0.03","6","1","42","101","30","0","0","1","625"
"Lars Stindl","midfielder","M'Gladbach","7cd6badb","30","2019","80","1.95","1.4","18.4","7.2","0.18","80.5","1906","-1.6","63","17","4.33","56","5","0.88","35.7","16","37","0","10","56","47.8","56","94","46.8","2","30","21","1.03","4","0","21","79","33.9","0","1","0","900"
"Leon Bailey","forward","Leverkusen","3a233281","21","2019","80","2.39","0.7","17.7","4.3","0.15","66","1509","0.8","36","78","3.47","23","3","0.74","37.5","18","14","0","6","57","62.5","17","132","35.6","1","23","17","0.46","0","2","17","68","40","0","0","1","441"
