Player,Pos,Squad,id,Age,Season,RATING,Sh/90,np:G-xG,Dist,npxG/Sh,Cmp%,A-xAG,Crs,TO,Tkl%,Tkl+Int,Err,Def Pen,Succ%,44986,onGA,xG+/-90,CrdY,CrdR,Won%,def,mid,forw,Age^2
Iago Aspas,forward,Celta Vigo,7dcf86f6,31,2019,84,2.12,0.0,17.5,0.12,75.6,-1.4,26,10,26.7,51,0,10,54.7,71,48,-0.19,9,0,33.3,0,0,1,961
Ibrahima KonatГ©,defender,RB Leipzig,5ed9b537,20,2019,78,0.16,-0.1,6.4,0.1,88.4,-0.1,3,0,28.6,16,1,45,75.0,12,5,1.1,2,0,81.8,1,0,0,400
Ignatius Ganago,forward,Nice,23c63b7f,20,2019,71,1.23,1.1,18.0,0.11,75.9,0.1,18,5,16.7,14,0,14,56.4,13,19,-0.38,0,0,38.2,0,0,1,400
Ihlas Bebou,forward,Hoffenheim,a53b661f,25,2019,74,1.5,1.5,16.1,0.13,67.0,-2.7,37,8,34.8,38,0,37,52.1,30,37,-0.19,1,0,48.7,0,0,1,625
Isaac Hayden,midfielder,Newcastle Utd,c951a6df,24,2019,77,0.73,-0.2,20.9,0.07,75.6,-0.3,38,2,40.0,93,0,50,62.8,37,32,-0.71,4,1,59.8,0,1,0,576
Isco,forward,Real Madrid,a0b4bb3e,27,2019,84,1.75,-1.1,18.8,0.09,84.5,0.1,39,2,35.7,20,1,6,73.3,67,8,0.38,2,0,26.1,0,0,1,729
IsmaГ«l TraorГ©,defender,Angers,b666421b,32,2019,75,0.39,-0.8,12.5,0.09,83.6,-0.3,2,1,58.8,50,1,121,80.0,40,22,0.03,4,0,58.0,1,0,0,1024
Issa Diop,defender,West Ham,a712ca2b,22,2019,77,0.49,1.5,9.2,0.1,77.8,-0.2,1,0,64.0,74,2,229,71.4,44,54,-0.39,8,0,66.9,1,0,0,484
Ivan PeriЕЎiД‡,forward,Bayern Munich,6fe90922,30,2019,82,2.99,-0.1,14.6,0.1,70.2,0.0,76,3,24.2,20,0,14,60.0,24,12,1.67,1,0,71.4,0,0,1,900
Ivan RadovanoviД‡,midfielder,Genoa,023937a9,30,2019,74,1.16,-0.9,24.3,0.06,85.4,0.2,12,0,38.5,35,0,60,66.7,74,30,-0.4,3,0,54.8,0,1,0,900
Ivan RakitiД‡,midfielder,Barcelona,89f951b5,31,2019,82,1.36,-1.1,20.3,0.09,88.4,1.6,32,0,35.7,42,1,44,58.8,111,15,0.66,5,0,45.9,0,1,0,961
Jack Cork,midfielder,Burnley,74e12f1e,30,2019,77,0.62,-2.0,15.1,0.11,77.0,-1.1,6,2,19.4,63,0,60,78.8,55,41,-0.07,1,0,43.9,0,1,0,900
Jack Stephens,defender,Southampton,6adbc307,25,2019,75,0.22,0.0,9.2,0.17,71.8,1.6,5,1,52.2,75,2,196,63.6,80,38,0.01,4,1,42.6,1,0,0,625
Jadon Sancho,forward,Dortmund,dbf053da,19,2019,87,2.05,6.9,16.0,0.19,82.1,5.2,78,10,33.3,28,0,8,55.8,79,31,0.91,2,0,7.7,0,0,1,361
Jakub Jankto,midfielder,Sampdoria,1ea5f91c,23,2019,74,1.8,-0.5,19.4,0.06,69.4,0.3,86,0,23.8,49,0,31,36.8,47,40,-0.05,8,0,29.0,0,1,0,529
Jamaal Lascelles,defender,Newcastle Utd,450ab6fc,25,2019,77,0.39,0.5,12.9,0.06,79.4,-0.2,0,0,44.4,42,1,188,66.7,24,31,-0.71,5,0,59.8,1,0,0,625
James McArthur,midfielder,Crystal Palace,cee31595,31,2019,75,0.82,-2.0,18.5,0.07,77.1,0.6,44,5,34.9,148,0,102,65.9,124,38,-0.53,6,0,37.4,0,1,0,961
James Milner,forward,Liverpool,2f90f6b8,33,2019,80,0.96,-0.6,24.5,0.06,84.8,1.3,20,0,23.1,23,1,26,90.9,65,9,1.15,4,0,50.0,0,0,1,1089
James Tarkowski,defender,Burnley,15ea812b,26,2019,80,0.55,-0.1,9.1,0.1,70.3,-1.1,4,0,57.4,129,4,306,100.0,69,50,-0.06,10,0,74.0,1,0,0,676
James Tomkins,defender,Crystal Palace,e7ca0439,30,2019,76,0.51,-0.1,8.9,0.12,79.1,0.9,1,0,72.0,50,0,130,50.0,23,23,-0.77,5,0,65.2,1,0,0,900
James Ward-Prowse,forward,Southampton,3515d404,24,2019,79,1.42,-0.8,23.9,0.09,72.6,-3.8,267,1,41.5,152,1,118,66.7,144,60,0.09,9,0,51.9,0,0,1,576
Jamie Vardy,forward,Leicester City,45963054,32,2019,86,2.49,3.7,13.1,0.19,67.6,-0.9,31,12,50.0,17,0,28,48.9,12,38,0.36,2,0,36.0,0,0,1,1024
Jan Bednarek,defender,Southampton,4115ce4e,23,2019,77,0.21,-0.1,7.8,0.16,74.2,-0.1,1,0,50.8,142,4,269,100.0,57,57,0.04,4,0,73.1,1,0,0,529
Janik Haberer,midfielder,Freiburg,70dcf94d,25,2019,75,0.68,1.4,19.9,0.05,81.6,0.5,12,1,26.7,51,0,26,57.7,61,30,-0.64,5,1,39.3,0,1,0,625
Jannik Vestergaard,defender,Southampton,1900032e,26,2019,77,0.72,-0.4,11.7,0.11,75.5,-0.5,1,0,39.3,45,2,109,60.0,54,26,0.24,3,0,73.6,1,0,0,676
Jason,midfielder,Getafe,9038c2a1,25,2019,76,2.07,-0.5,23.8,0.05,54.0,2.0,88,2,45.5,47,0,16,46.2,20,15,0.08,5,0,40.0,0,1,0,625
Jean-Eudes Aholou,midfielder,Saint-Г‰tienne,48b28bfd,25,2019,74,1.43,0.3,17.7,0.07,83.9,0.5,3,0,33.3,31,0,14,75.0,17,10,0.23,3,1,47.6,0,1,0,625
Jean-KГ©vin Augustin,forward,Monaco,97bfa797,22,2019,73,2.37,-0.5,13.8,0.07,82.5,0.0,0,0,16.7,6,0,0,44.4,0,5,0.89,0,0,0.0,0,0,1,484
Jean-Philippe Gbamin,midfielder,Everton,6bd603db,23,2019,78,0.0,0.0,0.0,0.0,71.4,0.0,0,0,50.0,5,0,7,66.7,8,0,-0.63,0,0,60.0,0,1,0,529
Jean-Victor Makengo,midfielder,Toulouse,22bfb57e,21,2019,70,1.28,1.2,24.9,0.06,82.4,-0.7,8,1,30.8,17,1,10,44.8,43,23,-0.56,1,0,15.8,0,1,0,441
Jeff Hendrick,midfielder,Burnley,989d5705,27,2019,75,1.03,0.3,18.9,0.08,72.1,0.4,30,2,25.9,38,0,34,46.8,28,30,-0.01,8,0,59.5,0,1,0,729
Jeffrey Gouweleeuw,defender,Augsburg,1025db8e,28,2019,76,0.0,0.0,0.0,0.0,75.3,0.8,2,1,57.1,65,0,171,77.8,36,34,-0.44,5,0,54.5,1,0,0,784
Jeffrey Schlupp,forward,Crystal Palace,3312f911,26,2019,74,1.56,1.3,18.7,0.1,73.0,0.2,9,1,37.5,31,0,14,54.2,37,16,-0.53,2,0,45.5,0,0,1,676
Jeison Murillo,defender,Celta Vigo,b233e8e4,27,2019,77,0.53,0.5,15.1,0.06,86.0,-0.1,2,0,66.7,57,2,126,100.0,20,16,-0.22,5,0,61.3,1,0,0,729
Jens Stryger Larsen,defender,Udinese,f91e81c9,28,2019,75,0.39,-0.3,14.7,0.1,74.6,1.0,119,2,56.7,47,0,80,72.7,88,32,-0.15,5,0,34.3,1,0,0,784
Jesse Lingard,midfielder,Manchester Utd,810e3c74,26,2019,77,2.12,-0.9,18.7,0.09,85.8,-1.0,7,2,27.8,18,0,5,56.5,38,14,0.7,3,0,14.3,0,1,0,676
JesГєs Navas,defender,Sevilla,3f10bd22,33,2019,84,0.29,-0.3,22.9,0.03,76.7,-0.7,232,3,46.9,58,0,88,61.7,134,32,0.48,4,0,28.8,1,0,0,1089
Joachim Andersen,defender,Lyon,e34fc66d,23,2019,76,0.59,0.1,16.1,0.09,89.6,-0.2,1,0,36.8,27,2,166,100.0,57,17,0.24,3,0,69.4,1,0,0,529
JoaquГ­n,midfielder,Betis,4c5b14d2,38,2019,74,1.35,2.3,21.3,0.12,79.1,-2.6,97,7,36.4,29,1,24,68.3,50,33,0.2,4,0,40.0,0,1,0,1444
JoaquГ­n Correa,forward,Lazio,45b9b619,24,2019,81,3.46,-0.7,15.8,0.13,80.7,-1.0,9,19,20.8,20,0,14,68.4,36,26,0.46,0,0,29.8,0,0,1,576
Joe Gomez,defender,Liverpool,7a11550b,22,2019,83,0.04,0.0,30.4,0.03,87.6,-0.2,9,0,45.0,61,2,137,72.7,107,16,0.96,7,0,58.1,1,0,0,484
Joel Ward,defender,Crystal Palace,8a7ff278,29,2019,76,0.19,-0.3,15.1,0.05,71.8,-0.3,36,0,69.6,117,1,117,53.3,73,36,-0.41,4,0,64.6,1,0,0,841
John Brooks,defender,Wolfsburg,e27da244,26,2019,76,0.53,-1.2,11.1,0.09,81.6,-0.7,1,0,49.0,79,0,147,75.0,58,34,0.33,4,0,67.9,1,0,0,676
John Guidetti,forward,AlavГ©s,99bebd12,27,2019,74,1.87,-0.1,21.1,0.07,62.5,-0.1,0,0,0.0,2,0,0,75.0,3,2,-2.31,0,0,50.0,0,0,1,729
John Stones,defender,Manchester City,5eecec3d,25,2019,80,0.48,-0.4,9.6,0.07,94.0,-0.1,0,0,60.0,25,2,98,100.0,75,16,1.32,0,0,64.7,1,0,0,625
Jonas Hofmann,midfielder,M'Gladbach,2903a856,27,2019,77,1.32,0.6,17.4,0.18,78.2,-0.5,74,1,28.9,61,0,21,42.9,58,24,0.76,3,0,15.0,0,1,0,729
Jonas Martin,midfielder,Strasbourg,468fdbad,29,2019,73,0.36,0.0,22.9,0.05,89.2,-0.2,6,0,33.3,6,0,4,75.0,10,3,0.86,0,0,33.3,0,1,0,841
Jonathan Bamba,forward,Lille,b2bd0f6c,23,2019,78,2.09,-3.3,22.6,0.07,79.3,1.3,51,11,24.1,28,2,9,54.9,68,20,0.29,1,0,40.0,0,0,1,529
Jonathan Schmid,defender,Freiburg,088ca1bd,29,2019,77,1.4,1.7,23.9,0.08,73.8,-1.5,100,2,51.4,77,0,92,42.4,94,43,-0.41,1,0,59.6,1,0,0,841
Jonathan Tah,defender,Leverkusen,bd142efb,23,2019,79,0.26,-0.3,14.9,0.05,89.7,0.6,4,0,62.1,63,2,164,87.5,88,27,0.35,4,1,73.5,1,0,0,529
Jonjo Shelvey,midfielder,Newcastle Utd,3727dd3c,27,2019,77,1.91,3.5,26.7,0.05,72.0,-1.6,89,4,26.2,52,0,58,75.0,123,34,-0.7,3,0,56.7,0,1,0,729
Jonjoe Kenny,defender,Schalke 04,099e666f,22,2019,76,0.4,0.7,20.8,0.11,73.9,1.6,59,0,51.0,75,0,85,55.0,100,49,-0.45,5,0,49.2,1,0,0,484
Jonny Evans,defender,Leicester City,f8fcd2a5,31,2019,80,0.61,-2.7,8.4,0.16,86.5,0.3,8,1,71.8,105,4,340,75.0,131,40,0.39,8,1,64.3,1,0,0,961
Jordan Amavi,defender,Marseille,22721b88,25,2019,78,0.67,0.3,21.9,0.05,78.8,0.0,31,0,48.4,111,0,78,57.7,42,22,0.33,9,0,73.3,1,0,0,625
Jordan Ayew,forward,Crystal Palace,da052c14,27,2019,77,1.66,1.5,14.8,0.13,78.9,-0.5,25,13,34.7,63,0,30,62.4,38,45,-0.53,6,0,31.3,0,0,1,729
Jordan Ferri,midfielder,Montpellier,375622c5,27,2019,73,0.86,-0.4,23.6,0.04,81.3,-1.3,30,2,29.5,32,0,12,65.6,82,17,-0.1,1,1,50.0,0,1,0,729
Jordan Henderson,midfielder,Liverpool,935e6b8f,29,2019,86,0.8,2.9,19.2,0.05,82.4,1.9,58,2,40.0,93,2,29,60.7,173,14,0.9,2,0,70.6,0,1,0,841
Jordan Torunarigha,defender,Hertha BSC,f86cabbd,21,2019,75,0.12,0.4,8.5,0.28,84.8,0.3,2,1,66.7,63,0,126,63.6,33,26,-0.29,3,0,75.0,1,0,0,441
Jordan Veretout,midfielder,Roma,4a56052c,26,2019,79,0.82,0.0,27.8,0.04,86.7,-2.8,76,0,32.6,54,1,48,78.4,192,36,0.67,6,0,38.9,0,1,0,676
Jorginho,midfielder,Chelsea,45db685d,27,2019,83,0.34,0.1,24.7,0.1,87.8,-0.8,10,0,38.5,130,2,79,61.9,248,40,0.79,10,0,26.9,0,1,0,729
Joselu,forward,AlavГ©s,6265208f,29,2019,76,2.78,-1.0,13.9,0.14,51.3,0.0,4,0,12.5,39,0,50,38.2,61,47,-0.31,6,0,66.3,0,0,1,841
Joshua Kimmich,forward,Bayern Munich,49296448,24,2019,88,0.83,2.8,24.9,0.04,84.8,-1.3,230,3,40.0,81,0,87,63.3,241,31,1.57,7,0,47.3,0,0,1,576
Joshua King,forward,Bournemouth,43458538,27,2019,77,1.03,-1.1,14.4,0.18,70.4,-0.1,22,8,25.0,24,0,12,48.6,21,37,-0.3,0,0,47.2,0,0,1,729
Josip Brekalo,midfielder,Wolfsburg,d4a2533d,21,2019,76,2.26,-0.8,20.9,0.09,68.3,-1.8,78,7,21.7,34,0,11,46.3,48,25,0.44,0,0,32.4,0,1,0,441
Josuha Guilavogui,forward,Wolfsburg,e6c43eec,28,2019,78,1.05,-1.3,18.6,0.05,80.8,0.0,6,3,33.3,86,2,92,68.4,76,30,0.26,7,1,59.4,0,0,1,784
JosГ© CallejГіn,forward,Napoli,78841da9,32,2019,84,1.74,-1.2,15.7,0.12,79.6,0.5,170,0,36.0,23,1,15,31.0,59,35,0.4,2,0,37.5,0,0,1,1024
JosГ© MarГ­a GimГ©nez,defender,AtlГ©tico Madrid,f0da930c,24,2019,84,0.56,-0.9,12.1,0.09,85.2,0.0,0,0,63.6,43,1,132,100.0,32,13,0.67,2,0,73.6,1,0,0,576
JoГЈo Cancelo,defender,Manchester City,bd6351cd,25,2019,83,1.12,-0.6,23.9,0.04,87.7,-2.8,47,5,60.0,61,0,30,69.8,87,11,1.6,4,0,46.3,1,0,0,625
JoГЈo Moutinho,midfielder,Wolves,f5a00fa4,32,2019,83,0.64,0.1,25.0,0.04,79.5,-1.9,221,0,33.1,143,1,44,71.4,155,36,0.37,7,0,42.2,0,1,0,1024
JoГЈo Pedro,forward,Cagliari,81255c03,27,2019,69,2.31,5.1,16.1,0.11,75.3,0.8,15,3,16.7,26,0,47,48.1,46,49,-0.41,6,0,44.3,0,0,1,729
Juan Cuadrado,midfielder,Juventus,0ab1f153,31,2019,81,0.68,0.8,19.6,0.06,87.7,0.7,86,4,56.5,102,0,64,59.2,188,26,0.9,7,1,36.1,0,1,0,961
Juanmi,forward,Betis,84399660,26,2019,75,2.39,-0.5,14.7,0.22,75.0,-0.1,2,0,25.0,4,0,1,66.7,1,5,-0.45,2,1,66.7,0,0,1,676
Jules KoundГ©,defender,Sevilla,4d1666ff,20,2019,79,0.9,-1.2,11.8,0.1,84.6,0.0,16,3,55.6,46,2,167,85.7,78,22,0.41,6,0,66.4,1,0,0,400
Julian Brandt,midfielder,Dortmund,a167537f,23,2019,84,1.35,-0.6,16.8,0.11,82.0,1.6,38,8,45.5,64,1,16,71.7,119,30,0.57,0,0,43.8,0,1,0,529
Julian Draxler,midfielder,Paris S-G,1a992676,25,2019,80,1.71,-1.1,18.5,0.08,88.5,2.2,11,1,46.7,23,0,2,60.0,26,10,1.38,5,0,75.0,0,1,0,625
Junior Sambia,forward,Montpellier,24eb7ed6,22,2019,68,1.99,0.4,22.6,0.05,77.6,0.8,25,1,23.1,16,0,13,40.0,18,12,-0.31,3,1,53.3,0,0,1,484
JГ©rГґme Roussillon,defender,Wolfsburg,13203c45,26,2019,80,0.72,0.0,23.7,0.05,71.6,-1.8,71,6,51.7,78,0,74,53.4,42,37,0.33,4,0,41.9,1,0,0,676
JГіhann Berg GuГ°mundsson,midfielder,Burnley,f72293fc,28,2019,77,1.45,0.4,15.5,0.06,68.4,0.0,35,2,12.5,11,0,9,83.3,5,7,0.52,0,0,33.3,0,1,0,784
Kai Havertz,midfielder,Leverkusen,fed7cb61,20,2019,85,2.13,2.6,15.6,0.14,84.2,-1.8,28,12,15.4,23,0,25,47.9,97,35,0.18,3,0,42.2,0,1,0,400
Kalidou Koulibaly,defender,Napoli,da974c7b,28,2019,88,0.6,-0.8,13.7,0.05,91.1,-0.5,4,1,60.7,82,1,209,55.0,124,34,0.49,7,1,57.8,1,0,0,784
Karim Bellarabi,forward,Leverkusen,bee0bab1,29,2019,82,3.41,-2.4,16.5,0.12,66.8,1.0,110,6,32.1,29,0,7,55.4,28,20,0.45,2,0,33.3,0,0,1,841
Karim Benzema,forward,Real Madrid,70d74ece,31,2019,89,3.41,-0.3,15.0,0.14,84.3,0.4,23,12,12.5,25,1,33,55.9,74,22,0.86,0,0,43.3,0,0,1,961
Karim Onisiwo,forward,Mainz 05,f26834c7,27,2019,74,2.14,-1.0,15.0,0.12,60.6,1.1,24,16,38.5,34,0,17,63.0,10,33,-0.45,3,0,39.6,0,0,1,729
Karim Rekik,defender,Hertha BSC,3376a776,24,2019,75,0.36,0.4,13.1,0.13,87.6,-0.3,2,0,50.0,34,0,83,80.0,37,29,-0.31,0,0,59.0,1,0,0,576
Karol Linetty,midfielder,Sampdoria,d023d70f,24,2019,74,1.43,2.2,21.3,0.06,77.3,0.8,33,2,32.3,87,0,27,64.9,66,44,-0.34,4,0,34.4,0,1,0,576
Kelechi Iheanacho,forward,Leicester City,c92e1a31,22,2019,74,3.38,-1.0,15.4,0.17,80.0,0.4,2,7,11.1,6,0,5,59.3,12,9,0.91,1,0,9.7,0,0,1,484
Kerem Demirbay,midfielder,Leverkusen,54b4dc4e,26,2019,80,1.72,-2.2,21.4,0.11,77.5,0.9,122,2,38.7,57,1,18,71.8,105,22,0.39,4,1,57.6,0,1,0,676
Kevin Akpoguma,defender,Hoffenheim,6ec6fde0,24,2019,73,0.16,-0.1,19.5,0.05,87.7,-0.1,3,0,54.2,37,0,130,66.7,28,19,-0.33,2,0,43.8,1,0,0,576
Kevin Bonifazi,defender,SPAL,fb77bfef,23,2019,70,0.38,-0.2,12.7,0.23,85.7,-0.2,4,1,50.0,51,2,148,80.0,28,37,-0.97,2,1,83.3,1,0,0,529
Kevin De Bruyne,midfielder,Manchester City,e46012d4,28,2019,91,3.13,5.2,21.8,0.06,73.6,0.0,304,13,27.3,63,2,39,59.3,159,22,1.71,3,0,51.5,0,1,0,784
Kevin Kampl,midfielder,RB Leipzig,b825a650,28,2019,81,0.67,1.7,21.9,0.06,87.4,-0.5,7,0,30.4,33,0,9,77.8,45,6,1.13,1,0,25.0,0,1,0,784
Kevin Lasagna,forward,Udinese,09538fdb,26,2019,75,2.77,-0.6,15.1,0.13,67.7,-1.5,19,3,19.4,37,1,25,34.3,17,39,-0.31,1,0,36.3,0,0,1,676
Kevin Long,defender,Burnley,5a4280b1,28,2019,71,0.32,-0.2,11.9,0.09,74.1,0.0,0,0,44.4,11,0,30,100.0,5,5,0.08,0,0,55.3,1,0,0,784
Kevin Strootman,midfielder,Marseille,ef2e5e1a,29,2019,77,0.64,0.0,19.4,0.1,85.2,2.0,6,0,40.8,56,0,37,60.0,88,17,0.22,7,0,48.3,0,1,0,841
Kevin Vogt,forward,Werder Bremen,1d8e9add,27,2019,77,0.08,-0.1,9.1,0.12,85.8,-0.4,1,0,50.0,39,1,84,100.0,27,22,-0.46,3,0,62.5,0,0,1,729
Kevin Volland,forward,Leverkusen,64f69877,27,2019,81,3.43,-1.5,14.5,0.15,67.3,1.2,39,9,31.3,21,0,10,62.9,32,28,0.3,3,0,44.7,0,0,1,729
Kieran Trippier,defender,AtlГ©tico Madrid,21512407,28,2019,83,0.14,-0.1,24.9,0.05,70.7,-0.5,130,0,64.2,76,0,59,72.2,67,15,0.83,2,0,51.0,1,0,0,784
Kingsley Coman,forward,Bayern Munich,042e8a49,23,2019,84,2.21,-0.7,16.9,0.13,76.1,-1.8,75,11,44.4,23,0,1,59.8,28,18,1.17,2,0,51.4,0,0,1,529
Koffi Djidji,defender,Torino,933d3b51,26,2019,72,0.0,0.0,0.0,0.0,85.8,0.0,0,0,44.4,42,1,100,88.9,10,22,-1.08,0,0,50.0,1,0,0,676
Koke,midfielder,AtlГ©tico Madrid,55126f3b,27,2019,85,0.77,1.4,17.5,0.11,81.3,-0.8,87,0,32.6,99,2,44,63.6,110,20,0.72,5,0,41.4,0,1,0,729
Konrad Laimer,midfielder,RB Leipzig,c1b7847c,22,2019,82,0.38,1.2,21.1,0.09,80.6,3.8,8,8,42.2,125,0,39,66.0,111,24,1.15,8,1,45.8,0,1,0,484
Kurt Zouma,defender,Chelsea,ce4246f5,24,2019,80,0.58,-1.2,11.4,0.08,88.4,-0.2,0,0,56.3,81,2,243,66.7,97,37,0.68,6,0,75.5,1,0,0,576
Kyle Walker,defender,Manchester City,86dd77d1,29,2019,85,0.53,-0.2,25.0,0.09,86.9,2.5,54,5,41.4,56,1,59,74.2,203,24,1.48,5,0,47.6,1,0,0,841
Kyle Walker-Peters,defender,Southampton,984a5a64,22,2019,75,0.26,-0.1,15.6,0.05,75.3,-0.6,11,0,37.5,27,1,29,89.5,21,8,0.48,1,0,30.0,1,0,0,484
Kylian MbappГ©,forward,Paris S-G,42fd9c7f,20,2019,90,5.18,2.4,14.2,0.18,75.8,-4.5,48,19,30.0,10,0,1,51.4,25,16,2.18,0,0,50.0,0,0,1,400
KГ©vin Gameiro,forward,Valencia,42276181,32,2019,79,1.02,1.5,14.1,0.25,75.0,-0.9,21,3,23.8,22,0,6,58.6,14,28,-0.35,0,0,12.5,0,0,1,1024
KГ©vin N'Doram,midfielder,Metz,e50623a0,23,2019,72,0.49,-0.4,26.2,0.04,88.6,-0.3,0,2,42.5,69,0,35,64.3,51,24,-0.54,2,0,51.7,0,1,0,529
KГ©vin Rodrigues,forward,LeganГ©s,f1bed920,25,2019,74,1.07,-0.2,23.7,0.05,64.9,-0.8,143,5,54.3,87,1,43,70.6,31,25,0.03,6,1,30.0,0,0,1,625
Lars Stindl,midfielder,M'Gladbach,7cd6badb,30,2019,80,1.95,1.4,18.4,0.18,80.5,-1.6,17,5,35.7,37,0,10,47.8,56,21,1.03,4,0,33.9,0,1,0,900
Leon Bailey,forward,Leverkusen,3a233281,21,2019,80,2.39,0.7,17.7,0.15,66.0,0.8,78,3,37.5,14,0,6,62.5,17,17,0.46,0,2,40.0,0,0,1,441
Leon Goretzka,midfielder,Bayern Munich,cc86b9a3,24,2019,84,2.32,0.5,17.7,0.14,85.5,2.1,4,3,31.3,52,0,17,76.0,62,13,1.51,2,0,50.8,0,1,0,576
Leonardo Bonucci,defender,Juventus,52ec54d0,32,2019,85,0.67,-0.4,14.7,0.15,86.5,-0.6,6,0,70.6,59,2,269,80.0,168,38,0.75,10,0,55.0,1,0,0,1024
Leonardo Pavoletti,forward,Cagliari,d37b0350,30,2019,75,4.0,-0.1,23.7,0.03,81.3,0.0,0,0,0.0,1,0,3,0.0,0,0,0.01,0,0,50.0,0,0,1,900
Leonardo Spinazzola,defender,Roma,3626daea,26,2019,78,0.81,-0.1,16.6,0.08,79.1,-1.3,71,4,57.1,44,0,67,57.5,35,22,0.33,2,0,41.2,1,0,0,676
Leroy SanГ©,forward,Manchester City,2b114be3,23,2019,85,15.0,-0.1,26.5,0.06,85.7,0.0,0,0,0.0,0,0,0,0.0,0,0,1.37,0,0,0.0,0,0,1,529
Levin Г–ztunalД±,midfielder,Mainz 05,66385c46,23,2019,73,1.77,1.5,22.3,0.07,62.8,0.2,42,6,34.3,37,2,28,60.6,37,40,-0.12,1,0,50.0,0,1,0,529
Lewis Dunk,defender,Brighton,282f75f3,27,2019,78,0.86,-1.5,11.8,0.15,86.6,1.5,1,0,44.1,95,2,408,71.4,127,50,-0.18,9,0,65.5,1,0,0,729
Lionel Messi,forward,Barcelona,d70ce98e,32,2019,93,4.81,4.6,20.9,0.1,78.6,5.6,114,39,14.3,28,0,0,69.2,228,30,0.82,4,0,76.9,0,0,1,1024
Lorenzo De Silvestri,defender,Torino,e74f0e59,31,2019,74,0.88,-2.3,12.5,0.11,72.3,-2.0,81,1,40.7,34,0,87,44.4,43,47,-0.49,2,0,64.1,1,0,0,961
Lorenzo Insigne,forward,Napoli,2f557579,28,2019,85,3.72,-5.6,20.6,0.07,80.9,-1.3,115,10,17.1,51,1,7,53.8,89,44,0.35,1,0,25.0,0,0,1,784
Lorenzo Pellegrini,midfielder,Roma,4a5a45c7,23,2019,79,2.49,-3.4,21.2,0.08,75.5,0.9,148,5,36.4,45,0,24,54.3,96,30,0.51,8,1,35.7,0,1,0,529
Lorenzo Tonelli,defender,Sampdoria,8cc29864,29,2019,74,0.64,-0.2,21.6,0.04,81.6,0.0,1,0,40.0,17,0,53,100.0,28,16,-0.37,4,0,48.1,1,0,0,841
Lucas Alario,forward,Leverkusen,834d0be5,26,2019,77,3.76,-0.5,12.7,0.13,70.6,-0.6,4,0,12.5,7,0,11,72.2,10,20,0.21,6,0,44.2,0,0,1,676
Lucas Digne,defender,Everton,1b84dbe1,26,2019,84,0.86,-1.5,24.4,0.05,67.9,0.7,270,2,48.5,115,0,99,63.9,94,49,-0.01,6,0,67.9,1,0,0,676
Lucas HernГЎndez,defender,Bayern Munich,c3ee18ef,23,2019,82,0.29,-0.4,19.6,0.15,87.7,-0.1,6,0,60.0,33,0,37,80.0,42,10,0.86,3,0,66.7,1,0,0,529
Lucas HГ¶ler,forward,Freiburg,ca618d23,25,2019,71,1.85,-0.1,14.1,0.16,65.4,-0.3,19,9,23.9,47,0,39,52.5,20,41,-0.61,4,0,43.5,0,0,1,625
Lucas Ocampos,forward,Sevilla,a08b974a,25,2019,82,2.59,0.2,17.1,0.11,74.1,-0.2,89,9,41.7,76,0,26,44.7,44,24,0.49,10,1,43.5,0,0,1,625
Lucas Torreira,midfielder,Arsenal,52611641,23,2019,81,1.25,-0.4,18.8,0.07,86.8,0.2,12,2,41.0,65,0,55,73.9,52,23,-0.33,7,0,32.3,0,1,0,529
Lucas Tousart,midfielder,Lyon,71ec39ef,22,2019,76,1.43,-0.1,23.8,0.07,84.1,1.3,13,1,30.4,89,1,38,62.5,58,21,0.38,5,0,53.5,0,1,0,484
Lucas VГЎzquez,midfielder,Real Madrid,fd51b456,28,2019,80,1.06,0.6,17.1,0.14,79.2,-0.6,47,1,42.3,33,1,6,60.7,15,10,1.09,1,0,27.3,0,1,0,784
Ludovic Blas,forward,Nantes,6191093d,21,2019,76,2.24,1.0,22.3,0.09,78.0,-0.6,11,9,19.2,40,0,6,57.8,55,27,-0.16,0,0,32.7,0,0,1,441
Ludwig Augustinsson,forward,Werder Bremen,9fec8860,25,2019,76,0.49,-0.2,24.1,0.05,70.7,-0.8,57,1,52.2,39,0,29,72.7,20,26,-0.88,2,0,51.6,0,0,1,625
Luis Alberto,midfielder,Lazio,5294a83f,26,2019,85,2.8,-0.8,21.6,0.06,78.1,3.6,177,17,32.9,71,1,14,68.2,303,37,0.52,5,0,33.3,0,1,0,676
Luis Muriel,forward,Atalanta,eb2fe5b6,28,2019,79,5.0,4.8,19.9,0.1,68.7,-4.4,40,10,21.4,19,0,0,52.6,28,17,1.6,1,0,42.6,0,0,1,784
Luis SuГЎrez,forward,Barcelona,a6154613,32,2019,87,3.51,3.0,15.9,0.15,75.1,5.5,9,14,16.7,5,0,20,48.9,19,18,0.57,4,0,57.9,0,0,1,1024
Luiz Felipe,defender,Lazio,15d0c248,22,2019,77,0.36,0.0,12.0,0.13,88.3,0.6,6,1,59.4,83,2,175,75.0,69,23,0.48,6,0,43.1,1,0,0,484
Luka JoviД‡,forward,Real Madrid,4d8cd038,21,2019,80,2.93,-0.4,13.1,0.17,80.6,-0.4,0,1,50.0,4,0,1,55.6,5,5,1.2,2,0,62.5,0,0,1,441
