Player,Pos,Squad,id,Age,Season,RATING,Gls,SoT%,Cmp%,Ast,Tkl%,Clr,Att.5,Succ%,PPM,CrdY,CrdR,Won%,def,mid,forw,Age^2
Dele Alli,midfielder,Tottenham,cea4ee8f,23,2019,83,8,43.9,75.1,4,35.1,17,66,43.9,1.4,2,0,33.9,0,1,0,529
Demarai Gray,midfielder,Leicester City,4468ec10,23,2019,75,2,31.8,81.0,3,50.0,4,25,40.0,1.76,1,0,20.0,0,1,0,529
Denis Zakaria,forward,M'Gladbach,384d58d9,22,2019,83,2,21.7,86.2,2,51.3,31,59,78.0,2.0,7,0,47.7,0,0,1,484
Dennis Geiger,midfielder,Hoffenheim,37f606f0,21,2019,72,0,0.0,83.4,3,12.5,4,8,87.5,1.38,3,0,36.4,0,1,0,441
Dennis Praet,midfielder,Leicester City,86695068,25,2019,76,1,18.8,82.1,2,31.0,12,25,48.0,1.41,2,0,27.8,0,1,0,625
Diego Demme,midfielder,RB Leipzig,dc3fa3b5,27,2019,78,0,50.0,85.5,0,40.5,14,19,57.9,2.18,3,0,29.2,0,1,0,729
Diego GodГ­n,defender,Inter,fc4f85b1,33,2019,85,1,18.2,84.3,1,56.3,60,15,100.0,2.04,5,0,63.7,1,0,0,1089
Diego Llorente,defender,Real Sociedad,bba30585,25,2019,76,1,40.0,87.0,1,57.1,101,9,88.9,1.28,7,1,56.9,1,0,0,625
Dimitri LiГ©nard,midfielder,Strasbourg,f7691f63,31,2019,75,2,29.4,76.3,3,46.2,25,24,66.7,1.45,3,0,45.7,0,1,0,961
Dimitri Payet,forward,Marseille,58ae47b2,32,2019,82,9,38.3,68.8,4,38.5,12,82,61.0,2.14,6,1,50.0,0,0,1,1024
Divock Origi,forward,Liverpool,43a166b4,24,2019,77,4,42.9,66.2,1,44.4,5,26,46.2,2.54,1,0,40.9,0,0,1,576
Domenico Berardi,forward,Sassuolo,53a0e358,24,2019,80,14,37.6,72.3,10,22.0,27,76,51.3,1.48,6,1,47.2,0,0,1,576
Dominic Calvert-Lewin,forward,Everton,59e6e5bf,22,2019,79,13,44.7,62.2,1,10.0,36,27,51.9,1.28,9,0,46.2,0,0,1,484
Dominik Kohr,midfielder,Eint Frankfurt,0fbecd11,25,2019,75,0,35.7,79.8,3,34.0,16,25,76.0,1.5,5,1,35.2,0,1,0,625
Dominique Heintz,defender,Freiburg,699fb8db,25,2019,75,0,50.0,82.2,1,39.5,131,21,85.7,1.43,2,0,53.0,1,0,0,625
Douglas Luiz,midfielder,Aston Villa,6f7d826d,21,2019,75,3,31.6,81.3,2,29.2,54,45,77.8,0.94,8,0,46.2,0,1,0,441
Dries Mertens,forward,Napoli,89b2c8a9,32,2019,85,9,30.3,74.9,7,7.4,4,40,57.5,1.81,5,0,27.3,0,0,1,1024
DuvГЎn Zapata,forward,Atalanta,d3de9af0,28,2019,83,18,40.9,76.1,6,16.7,11,49,46.9,2.25,1,0,53.1,0,0,1,784
Eden Hazard,forward,Real Madrid,a39bb753,28,2019,88,1,68.4,83.6,3,20.0,0,71,69.0,2.44,0,0,46.2,0,0,1,784
Edimilson Fernandes,forward,Mainz 05,3bb625ac,23,2019,70,1,8.7,85.6,0,45.5,47,21,66.7,1.08,7,1,51.7,0,0,1,529
Edin DЕѕeko,forward,Roma,3bb7f478,33,2019,83,16,37.7,68.5,7,15.4,33,65,53.8,1.74,4,0,62.4,0,0,1,1089
Edinson Cavani,forward,Paris S-G,527f063d,32,2019,84,4,37.0,83.8,1,0.0,2,8,87.5,2.29,2,0,36.4,0,0,1,1024
Edoardo Goldaniga,defender,Genoa,4b029b31,25,2019,70,1,66.7,76.1,0,40.0,25,2,50.0,1.31,4,0,51.3,1,0,0,625
Ellyes Skhiri,midfielder,KГ¶ln,c2211709,24,2019,77,1,20.0,85.1,3,37.7,33,32,68.8,1.09,4,0,56.6,0,1,0,576
Elseid Hysaj,defender,Napoli,2f3452eb,25,2019,78,1,60.0,83.2,2,46.2,26,20,65.0,2.0,3,0,34.8,1,0,0,625
Emil Forsberg,midfielder,RB Leipzig,9a2e0ccc,27,2019,79,5,33.3,78.0,2,23.1,3,30,73.3,1.73,1,0,36.0,0,1,0,729
Emil Krafth,defender,Newcastle Utd,77cf6852,24,2019,74,0,0.0,73.0,1,45.0,45,6,66.7,1.12,0,0,43.8,1,0,0,576
Emre Can,forward,Dortmund,a65ce836,25,2019,82,2,25.0,87.1,0,41.7,15,21,66.7,2.25,5,0,73.7,0,0,1,625
Enes Гњnal,forward,Valladolid,f8eca1b6,22,2019,75,6,40.4,63.8,2,21.4,13,40,65.0,1.14,4,0,45.0,0,0,1,484
Enis Bardhi,midfielder,Levante,cac2537b,24,2019,79,7,32.8,72.5,2,22.9,19,57,64.9,1.33,5,0,15.6,0,1,0,576
Eric Bailly,defender,Manchester Utd,a1232f4e,25,2019,79,0,0.0,89.7,0,0.0,7,1,100.0,2.5,0,0,100.0,1,0,0,625
Eric Dier,forward,Tottenham,ac861941,25,2019,78,0,12.5,80.0,2,50.0,65,4,100.0,1.95,5,0,61.1,0,0,1,625
Erick Cabaco,defender,Levante,e7ab4179,24,2019,74,0,0.0,75.3,0,66.7,50,5,80.0,1.45,4,0,54.3,1,0,0,576
Erik Thommy,midfielder,DГјsseldorf,df8e7b62,24,2019,75,6,34.4,69.6,4,38.5,20,67,67.2,0.88,3,0,29.2,0,1,0,576
Ermin BiДЌakДЌiД‡,defender,Hoffenheim,7aac47fe,29,2019,76,2,28.6,85.9,0,36.4,64,2,50.0,1.62,0,0,74.0,1,0,0,841
Fabian SchГ¤r,forward,Newcastle Utd,c8aa95da,27,2019,78,2,30.0,73.4,0,47.5,74,24,66.7,0.82,5,0,50.0,0,0,1,729
Fabinho,midfielder,Liverpool,7f3b388c,25,2019,87,2,33.3,86.7,3,38.8,19,12,75.0,2.46,6,0,59.4,0,1,0,625
Fabio Quagliarella,forward,Sampdoria,ee4f2f3b,36,2019,80,11,30.5,65.4,3,6.7,15,17,70.6,1.18,2,0,35.7,0,0,1,1296
Federico Bernardeschi,midfielder,Juventus,ee93c1a9,25,2019,80,1,18.0,81.6,1,20.0,12,42,52.4,2.03,6,0,66.7,0,1,0,625
Federico Ceccherini,defender,Fiorentina,d9624b51,27,2019,70,0,0.0,84.7,0,100.0,37,7,85.7,1.27,3,0,64.1,1,0,0,729
Federico Chiesa,forward,Fiorentina,b0f7e36c,21,2019,78,10,37.6,72.8,6,19.2,6,91,57.1,1.44,7,0,25.0,0,0,1,441
Federico Fazio,defender,Roma,4e358a2d,32,2019,77,1,25.0,87.0,0,54.5,52,12,66.7,1.81,2,1,60.0,1,0,0,1024
Federico FernГЎndez,defender,Newcastle Utd,f25b010f,30,2019,77,2,46.7,74.6,2,50.0,190,16,62.5,1.25,8,0,54.1,1,0,0,900
Federico Valverde,midfielder,Real Madrid,0959c2a2,21,2019,83,2,50.0,87.0,5,33.3,12,27,70.4,2.3,1,0,58.1,0,1,0,441
Ferland Mendy,defender,Real Madrid,3cefcaef,24,2019,83,1,42.9,84.7,3,77.8,30,69,71.0,2.4,8,1,57.8,1,0,0,576
Filip KostiД‡,midfielder,Eint Frankfurt,b1cd37e6,26,2019,83,4,30.7,58.5,11,37.3,16,139,59.7,1.36,4,0,57.1,0,1,0,676
Flavien Tait,midfielder,Rennes,a0f9b535,26,2019,76,2,28.6,72.9,2,32.1,5,32,68.8,1.65,0,1,23.5,0,1,0,676
Florent Mollet,midfielder,Montpellier,7e82a78f,27,2019,78,6,43.5,76.9,3,25.0,2,24,58.3,1.44,5,0,36.4,0,1,0,729
Florian Kainz,forward,KГ¶ln,94c18565,26,2019,75,5,32.5,59.4,6,45.5,11,39,56.4,0.96,5,0,28.0,0,0,1,676
Florian Lejeune,defender,Newcastle Utd,6eaed4eb,28,2019,77,2,75.0,68.5,0,57.1,15,5,80.0,0.83,0,0,53.3,1,0,0,784
Florian Niederlechner,forward,Augsburg,d6862409,28,2019,78,13,50.0,70.5,6,19.0,38,63,44.4,1.09,1,0,40.7,0,0,1,784
Francesco Acerbi,defender,Lazio,b96b595c,31,2019,83,2,31.3,89.0,2,70.0,109,14,92.9,2.0,4,0,63.6,1,0,0,961
Francis Coquelin,midfielder,Valencia,a6951bf8,28,2019,80,0,11.1,89.3,0,42.1,25,29,69.0,1.54,8,1,66.7,0,1,0,784
Gabriel Jesus,forward,Manchester City,b66315ae,22,2019,83,14,45.0,86.0,7,28.0,6,60,75.0,2.12,3,0,36.9,0,0,1,484
Gabriel Silva,defender,Saint-Г‰tienne,4914ed4a,28,2019,74,0,0.0,67.3,0,66.7,8,0,0.0,1.0,0,0,66.7,1,0,0,784
Gareth Bale,forward,Real Madrid,a58bb1e1,30,2019,83,2,35.3,72.6,2,21.4,9,30,60.0,2.13,4,1,70.0,0,0,1,900
GaГ«l Kakuta,midfielder,Amiens,5b1bf5e3,28,2019,75,2,25.6,66.5,5,35.4,8,74,64.9,0.92,4,0,29.1,0,1,0,784
GaГ«tan Laborde,forward,Montpellier,7cdda3bf,25,2019,76,6,34.4,64.8,5,23.7,32,80,41.3,1.43,1,0,52.3,0,0,1,625
Geoffrey Kondogbia,midfielder,Valencia,cce181df,26,2019,79,1,21.1,83.7,1,37.3,36,30,73.3,1.22,5,0,48.2,0,1,0,676
Georginio Wijnaldum,midfielder,Liverpool,eb58eef0,28,2019,85,4,41.7,90.6,0,25.0,34,74,55.4,2.59,0,0,37.0,0,1,0,784
GermГЎn Pezzella,defender,Fiorentina,8c725b43,28,2019,78,3,23.5,82.6,1,43.8,134,1,100.0,1.33,12,0,63.1,1,0,0,784
Giacomo Bonaventura,midfielder,Milan,d995ed27,29,2019,80,3,31.8,82.4,5,29.4,10,30,73.3,1.9,2,0,40.0,0,1,0,841
Gian Marco Ferrari,defender,Sassuolo,8650af85,27,2019,72,0,16.7,92.8,1,50.0,41,4,75.0,1.48,5,0,61.0,1,0,0,729
Gianluca Caprari,forward,Sampdoria,54e53b7e,26,2019,74,3,34.8,72.2,0,30.8,1,22,50.0,0.94,4,1,0.0,0,0,1,676
Gianluca Mancini,forward,Roma,5aa53281,23,2019,76,1,23.8,88.1,0,50.0,98,14,78.6,1.81,16,1,71.2,0,0,1,529
Giorgio Chiellini,defender,Juventus,e85fb9b8,34,2019,87,1,100.0,87.4,0,100.0,9,1,100.0,2.5,0,0,57.1,1,0,0,1156
Giovani Lo Celso,midfielder,Tottenham,d7553721,23,2019,82,0,16.7,81.1,2,20.3,19,51,62.7,1.43,6,0,26.7,0,1,0,529
Giovanni Simeone,forward,Cagliari,343c0d52,24,2019,76,12,34.5,66.9,3,15.6,16,65,49.2,1.22,4,0,25.3,0,0,1,576
Giuseppe Pezzella,defender,Parma,149c5f5d,21,2019,72,0,50.0,73.8,0,57.9,30,23,52.2,1.14,2,0,45.0,1,0,0,441
Gonzalo Escalante,midfielder,Eibar,3f79a1c8,26,2019,77,0,23.8,67.1,1,58.5,14,22,72.7,1.17,9,1,48.7,0,1,0,676
Granit Xhaka,midfielder,Arsenal,e61b8aee,26,2019,80,1,27.3,87.2,2,45.5,59,32,78.1,1.65,10,0,45.5,0,1,0,676
Guillermo MaripГЎn,defender,Monaco,d9764034,25,2019,75,2,33.3,87.8,0,58.5,69,4,50.0,1.45,2,0,56.5,1,0,0,625
Hakan Г‡alhanoДџlu,midfielder,Milan,cd0fa27b,25,2019,79,9,33.0,77.8,9,34.3,26,45,62.2,1.69,6,0,38.0,0,1,0,625
Hamari TraorГ©,defender,Rennes,a4b1028a,27,2019,79,0,22.7,79.4,5,50.0,59,41,61.0,1.81,7,0,55.2,1,0,0,729
Hamza Choudhury,midfielder,Leicester City,7d2d3329,21,2019,74,1,28.6,85.4,1,12.0,13,10,30.0,1.6,4,1,54.5,0,1,0,441
Hans Hateboer,defender,Atalanta,3b333ac3,25,2019,78,0,15.8,83.1,4,47.4,32,26,42.3,2.03,10,0,52.6,1,0,0,625
Harry Kane,forward,Tottenham,21a66f6a,26,2019,88,18,44.3,65.4,2,23.5,30,55,50.9,1.62,4,0,39.1,0,0,1,676
Harry Maguire,defender,Manchester Utd,d8931174,26,2019,82,1,25.8,86.5,1,52.9,159,11,63.6,1.74,6,0,71.5,1,0,0,676
Harry Winks,midfielder,Tottenham,2f7acede,23,2019,79,0,14.3,89.1,0,31.5,32,21,71.4,1.71,9,0,63.6,0,1,0,529
Harvey Barnes,midfielder,Leicester City,3ea50f67,21,2019,79,6,45.9,75.4,8,21.7,6,81,53.1,1.61,0,0,42.4,0,1,0,441
Henrikh Mkhitaryan,midfielder,Roma,dd0daf32,30,2019,80,9,39.5,82.7,5,42.2,6,44,47.7,1.86,5,0,43.5,0,1,0,900
Houssem Aouar,midfielder,Lyon,a5db0bec,21,2019,81,3,39.1,84.1,4,28.6,11,112,59.8,1.32,3,0,58.6,0,1,0,441
Iago Aspas,forward,Celta Vigo,7dcf86f6,31,2019,84,14,41.6,75.6,3,26.7,7,95,54.7,0.97,9,0,33.3,0,0,1,961
Ibrahima KonatГ©,defender,RB Leipzig,5ed9b537,20,2019,78,0,0.0,88.4,0,28.6,35,4,75.0,2.38,2,0,81.8,1,0,0,400
Ignatius Ganago,forward,Nice,23c63b7f,20,2019,71,3,29.4,75.9,1,16.7,13,39,56.4,1.35,0,0,38.2,0,0,1,400
Ihlas Bebou,forward,Hoffenheim,a53b661f,25,2019,74,6,48.6,67.0,1,34.8,25,94,52.1,1.53,1,0,48.7,0,0,1,625
Isaac Hayden,midfielder,Newcastle Utd,c951a6df,24,2019,77,1,16.7,75.6,2,40.0,38,43,62.8,1.34,4,1,59.8,0,1,0,576
Isco,forward,Real Madrid,a0b4bb3e,27,2019,84,1,56.5,84.5,2,35.7,4,45,73.3,2.39,2,0,26.1,0,0,1,729
IsmaГ«l TraorГ©,defender,Angers,b666421b,32,2019,75,0,0.0,83.6,0,58.8,85,5,80.0,1.3,4,0,58.0,1,0,0,1024
Issa Diop,defender,West Ham,a712ca2b,22,2019,77,3,40.0,77.8,1,64.0,166,7,71.4,1.03,8,0,66.9,1,0,0,484
Ivan PeriЕЎiД‡,forward,Bayern Munich,6fe90922,30,2019,82,4,30.0,70.2,3,24.2,8,20,60.0,2.59,1,0,71.4,0,0,1,900
Ivan RadovanoviД‡,midfielder,Genoa,023937a9,30,2019,74,0,29.4,85.4,1,38.5,39,3,66.7,1.0,3,0,54.8,0,1,0,900
Ivan RakitiД‡,midfielder,Barcelona,89f951b5,31,2019,82,1,29.2,88.4,3,35.7,18,17,58.8,2.13,5,0,45.9,0,1,0,961
Jack Cork,midfielder,Burnley,74e12f1e,30,2019,77,0,27.8,77.0,0,19.4,49,33,78.8,1.4,1,0,43.9,0,1,0,900
Jack Stephens,defender,Southampton,6adbc307,25,2019,75,1,16.7,71.8,3,52.2,120,11,63.6,1.43,4,1,42.6,1,0,0,625
Jadon Sancho,forward,Dortmund,dbf053da,19,2019,87,17,53.8,82.1,16,33.3,6,138,55.8,1.97,2,0,7.7,0,0,1,361
Jakub Jankto,midfielder,Sampdoria,1ea5f91c,23,2019,74,2,23.8,69.4,4,23.8,22,19,36.8,1.03,8,0,29.0,0,1,0,529
Jamaal Lascelles,defender,Newcastle Utd,450ab6fc,25,2019,77,1,22.2,79.4,0,44.4,116,6,66.7,1.33,5,0,59.8,1,0,0,625
James McArthur,midfielder,Crystal Palace,cee31595,31,2019,75,0,21.4,77.1,3,34.9,56,44,65.9,1.16,6,0,37.4,0,1,0,961
James Milner,forward,Liverpool,2f90f6b8,33,2019,80,2,20.0,84.8,2,23.1,17,11,90.9,2.91,4,0,50.0,0,0,1,1089
James Tarkowski,defender,Burnley,15ea812b,26,2019,80,2,23.8,70.3,2,57.4,204,13,100.0,1.42,10,0,74.0,1,0,0,676
James Tomkins,defender,Crystal Palace,e7ca0439,30,2019,76,1,22.2,79.1,1,72.0,103,2,50.0,0.89,5,0,65.2,1,0,0,900
James Ward-Prowse,forward,Southampton,3515d404,24,2019,79,5,42.6,72.6,3,41.5,75,21,66.7,1.37,9,0,51.9,0,0,1,576
Jamie Vardy,forward,Leicester City,45963054,32,2019,86,23,44.0,67.6,5,50.0,22,47,48.9,1.6,2,0,36.0,0,0,1,1024
Jan Bednarek,defender,Southampton,4115ce4e,23,2019,77,1,14.3,74.2,1,50.8,198,2,100.0,1.26,4,0,73.1,1,0,0,529
Janik Haberer,midfielder,Freiburg,70dcf94d,25,2019,75,2,30.8,81.6,2,26.7,23,26,57.7,1.23,5,1,39.3,0,1,0,625
Jannik Vestergaard,defender,Southampton,1900032e,26,2019,77,1,41.7,75.5,0,39.3,99,5,60.0,1.11,3,0,73.6,1,0,0,676
Jason,midfielder,Getafe,9038c2a1,25,2019,76,1,29.6,54.0,4,45.5,9,52,46.2,1.3,5,0,40.0,0,1,0,625
Jean-Eudes Aholou,midfielder,Saint-Г‰tienne,48b28bfd,25,2019,74,1,40.0,83.9,1,33.3,10,16,75.0,1.0,3,1,47.6,0,1,0,625
Jean-KГ©vin Augustin,forward,Monaco,97bfa797,22,2019,73,0,42.9,82.5,0,16.7,0,9,44.4,1.6,0,0,0.0,0,0,1,484
Jean-Philippe Gbamin,midfielder,Everton,6bd603db,23,2019,78,0,0.0,71.4,0,50.0,4,3,66.7,2.0,0,0,60.0,0,1,0,529
Jean-Victor Makengo,midfielder,Toulouse,22bfb57e,21,2019,70,2,28.6,82.4,0,30.8,5,29,44.8,0.68,1,0,15.8,0,1,0,441
Jeff Hendrick,midfielder,Burnley,989d5705,27,2019,75,2,27.3,72.1,2,25.9,20,47,46.8,1.5,8,0,59.5,0,1,0,729
Jeffrey Gouweleeuw,defender,Augsburg,1025db8e,28,2019,76,0,0.0,75.3,1,57.1,97,9,77.8,1.24,5,0,54.5,1,0,0,784
Jeffrey Schlupp,forward,Crystal Palace,3312f911,26,2019,74,3,50.0,73.0,1,37.5,15,24,54.2,1.24,2,0,45.5,0,0,1,676
Jeison Murillo,defender,Celta Vigo,b233e8e4,27,2019,77,1,55.6,86.0,0,66.7,74,4,100.0,1.22,5,0,61.3,1,0,0,729
Jens Stryger Larsen,defender,Udinese,f91e81c9,28,2019,75,1,25.0,74.6,3,56.7,52,22,72.7,1.18,5,0,34.3,1,0,0,784
Jesse Lingard,midfielder,Manchester Utd,810e3c74,26,2019,77,1,27.3,85.8,0,27.8,0,23,56.5,1.55,3,0,14.3,0,1,0,676
JesГєs Navas,defender,Sevilla,3f10bd22,33,2019,84,0,18.2,76.7,7,46.9,70,60,61.7,1.84,4,0,28.8,1,0,0,1089
Joachim Andersen,defender,Lyon,e34fc66d,23,2019,76,1,10.0,89.6,0,36.8,74,3,100.0,1.56,3,0,69.4,1,0,0,529
JoaquГ­n,midfielder,Betis,4c5b14d2,38,2019,74,8,35.5,79.1,3,36.4,22,82,68.3,1.09,4,0,40.0,0,1,0,1444
JoaquГ­n Correa,forward,Lazio,45b9b619,24,2019,81,9,50.6,80.7,2,20.8,10,76,68.4,2.23,0,0,29.8,0,0,1,576
Joe Gomez,defender,Liverpool,7a11550b,22,2019,83,0,0.0,87.6,0,45.0,64,11,72.7,2.64,7,0,58.1,1,0,0,484
Joel Ward,defender,Crystal Palace,8a7ff278,29,2019,76,0,20.0,71.8,0,69.6,93,15,53.3,1.0,4,0,64.6,1,0,0,841
John Brooks,defender,Wolfsburg,e27da244,26,2019,76,0,30.8,81.6,1,49.0,93,4,75.0,1.44,4,0,67.9,1,0,0,676
John Guidetti,forward,AlavГ©s,99bebd12,27,2019,74,0,0.0,62.5,0,0.0,0,4,75.0,1.2,0,0,50.0,0,0,1,729
John Stones,defender,Manchester City,5eecec3d,25,2019,80,0,16.7,94.0,0,60.0,32,5,100.0,2.19,0,0,64.7,1,0,0,625
Jonas Hofmann,midfielder,M'Gladbach,2903a856,27,2019,77,5,41.7,78.2,3,28.9,14,28,42.9,2.0,3,0,15.0,0,1,0,729
Jonas Martin,midfielder,Strasbourg,468fdbad,29,2019,73,0,0.0,89.2,0,33.3,3,4,75.0,0.67,0,0,33.3,0,1,0,841
Jonathan Bamba,forward,Lille,b2bd0f6c,23,2019,78,1,51.1,79.3,4,24.1,8,82,54.9,1.77,1,0,40.0,0,0,1,529
Jonathan Schmid,defender,Freiburg,088ca1bd,29,2019,77,5,34.1,73.8,1,51.4,84,33,42.4,1.45,1,0,59.6,1,0,0,841
Jonathan Tah,defender,Leverkusen,bd142efb,23,2019,79,0,16.7,89.7,1,62.1,98,16,87.5,2.0,4,1,73.5,1,0,0,529
Jonjo Shelvey,midfielder,Newcastle Utd,3727dd3c,27,2019,77,6,31.1,72.0,2,26.2,38,20,75.0,1.31,3,0,56.7,0,1,0,729
Jonjoe Kenny,defender,Schalke 04,099e666f,22,2019,76,2,41.7,73.9,3,51.0,79,20,55.0,1.19,5,0,49.2,1,0,0,484
Jonny Evans,defender,Leicester City,f8fcd2a5,31,2019,80,1,34.8,86.5,1,71.8,174,8,75.0,1.63,8,1,64.3,1,0,0,961
Jordan Amavi,defender,Marseille,22721b88,25,2019,78,1,25.0,78.8,1,48.4,97,52,57.7,2.04,9,0,73.3,1,0,0,625
Jordan Ayew,forward,Crystal Palace,da052c14,27,2019,77,9,41.4,78.9,2,34.7,21,117,62.4,1.16,6,0,31.3,0,0,1,729
Jordan Ferri,midfielder,Montpellier,375622c5,27,2019,73,0,36.4,81.3,0,29.5,10,32,65.6,1.31,1,1,50.0,0,1,0,729
Jordan Henderson,midfielder,Liverpool,935e6b8f,29,2019,86,4,40.0,82.4,5,40.0,21,28,60.7,2.77,2,0,70.6,0,1,0,841
Jordan Torunarigha,defender,Hertha BSC,f86cabbd,21,2019,75,1,50.0,84.8,1,66.7,75,22,63.6,1.28,3,0,75.0,1,0,0,441
Jordan Veretout,midfielder,Roma,4a56052c,26,2019,79,6,33.3,86.7,0,32.6,31,37,78.4,1.88,6,0,38.9,0,1,0,676
Jorginho,midfielder,Chelsea,45db685d,27,2019,83,4,11.1,87.8,2,38.5,27,21,61.9,1.65,10,0,26.9,0,1,0,729
Joselu,forward,AlavГ©s,6265208f,29,2019,76,11,33.7,51.3,2,12.5,46,34,38.2,1.08,6,0,66.3,0,0,1,841
Joshua Kimmich,forward,Bayern Munich,49296448,24,2019,88,4,50.0,84.8,7,40.0,29,30,63.3,2.39,7,0,47.3,0,0,1,576
Joshua King,forward,Bournemouth,43458538,27,2019,77,6,43.5,70.4,4,25.0,9,107,48.6,0.96,0,0,47.2,0,0,1,729
Josip Brekalo,midfielder,Wolfsburg,d4a2533d,21,2019,76,3,38.1,68.3,4,21.7,4,82,46.3,1.4,0,0,32.4,0,1,0,441
Josuha Guilavogui,forward,Wolfsburg,e6c43eec,28,2019,78,0,25.0,80.8,1,33.3,64,19,68.4,1.36,7,1,59.4,0,0,1,784
JosГ© CallejГіn,forward,Napoli,78841da9,32,2019,84,4,33.3,79.6,7,36.0,14,29,31.0,1.52,2,0,37.5,0,0,1,1024
JosГ© MarГ­a GimГ©nez,defender,AtlГ©tico Madrid,f0da930c,24,2019,84,0,18.2,85.2,0,63.6,75,3,100.0,2.1,2,0,73.6,1,0,0,576
JoГЈo Cancelo,defender,Manchester City,bd6351cd,25,2019,83,0,20.0,87.7,0,60.0,18,53,69.8,2.18,4,0,46.3,1,0,0,625
JoГЈo Moutinho,midfielder,Wolves,f5a00fa4,32,2019,83,1,27.3,79.5,6,33.1,18,21,71.4,1.55,7,0,42.2,0,1,0,1024
JoГЈo Pedro,forward,Cagliari,81255c03,27,2019,69,18,39.5,75.3,4,16.7,39,52,48.1,1.25,6,0,44.3,0,0,1,729
Juan Cuadrado,midfielder,Juventus,0ab1f153,31,2019,81,2,25.0,87.7,5,56.5,47,71,59.2,2.21,7,1,36.1,0,1,0,961
Juanmi,forward,Betis,84399660,26,2019,75,1,42.9,75.0,0,25.0,0,3,66.7,0.63,2,1,66.7,0,0,1,676
Jules KoundГ©,defender,Sevilla,4d1666ff,20,2019,79,1,21.7,84.6,1,55.6,91,21,85.7,2.03,6,0,66.4,1,0,0,400
Julian Brandt,midfielder,Dortmund,a167537f,23,2019,84,3,48.5,82.0,7,45.5,10,92,71.7,2.0,0,0,43.8,0,1,0,529
Julian Draxler,midfielder,Paris S-G,1a992676,25,2019,80,0,38.5,88.5,4,46.7,1,15,60.0,2.27,5,0,75.0,0,1,0,625
Junior Sambia,forward,Montpellier,24eb7ed6,22,2019,68,1,38.5,77.6,1,23.1,6,15,40.0,1.71,3,1,53.3,0,0,1,484
JГ©rГґme Roussillon,defender,Wolfsburg,13203c45,26,2019,80,1,21.1,71.6,1,51.7,58,88,53.4,1.41,4,0,41.9,1,0,0,676
JГіhann Berg GuГ°mundsson,midfielder,Burnley,f72293fc,28,2019,77,1,20.0,68.4,1,12.5,9,6,83.3,1.08,0,0,33.3,0,1,0,784
Kai Havertz,midfielder,Leverkusen,fed7cb61,20,2019,85,12,43.1,84.2,6,15.4,22,119,47.9,1.93,3,0,42.2,0,1,0,400
Kalidou Koulibaly,defender,Napoli,da974c7b,28,2019,88,0,28.6,91.1,0,60.7,61,20,55.0,1.44,7,1,57.8,1,0,0,784
Karim Bellarabi,forward,Leverkusen,bee0bab1,29,2019,82,4,44.4,66.8,6,32.1,4,92,55.4,1.81,2,0,33.3,0,0,1,841
Karim Benzema,forward,Real Madrid,70d74ece,31,2019,89,21,45.4,84.3,8,12.5,30,68,55.9,2.27,0,0,43.3,0,0,1,961
Karim Onisiwo,forward,Mainz 05,f26834c7,27,2019,74,4,56.1,60.6,6,38.5,11,73,63.0,1.06,3,0,39.6,0,0,1,729
Karim Rekik,defender,Hertha BSC,3376a776,24,2019,75,1,40.0,87.6,0,50.0,44,5,80.0,1.0,0,0,59.0,1,0,0,576
Karol Linetty,midfielder,Sampdoria,d023d70f,24,2019,74,4,28.1,77.3,3,32.3,17,57,64.9,1.07,4,0,34.4,0,1,0,576
Kelechi Iheanacho,forward,Leicester City,c92e1a31,22,2019,74,5,55.6,80.0,3,11.1,8,27,59.3,1.3,1,0,9.7,0,0,1,484
Kerem Demirbay,midfielder,Leverkusen,54b4dc4e,26,2019,80,1,26.7,77.5,5,38.7,7,39,71.8,1.8,4,1,57.6,0,1,0,676
Kevin Akpoguma,defender,Hoffenheim,6ec6fde0,24,2019,73,0,0.0,87.7,0,54.2,48,3,66.7,1.5,2,0,43.8,1,0,0,576
Kevin Bonifazi,defender,SPAL,fb77bfef,23,2019,70,1,20.0,85.7,0,50.0,50,15,80.0,0.27,2,1,83.3,1,0,0,529
Kevin De Bruyne,midfielder,Manchester City,e46012d4,28,2019,91,13,29.9,73.6,20,27.3,24,81,59.3,2.23,3,0,51.5,0,1,0,784
Kevin Kampl,midfielder,RB Leipzig,b825a650,28,2019,81,2,60.0,87.4,2,30.4,6,9,77.8,2.0,1,0,25.0,0,1,0,784
Kevin Lasagna,forward,Udinese,09538fdb,26,2019,75,10,43.0,67.7,1,19.4,18,35,34.3,1.17,1,0,36.3,0,0,1,676
Kevin Long,defender,Burnley,5a4280b1,28,2019,71,0,0.0,74.1,0,44.4,31,1,100.0,1.5,0,0,55.3,1,0,0,784
Kevin Strootman,midfielder,Marseille,ef2e5e1a,29,2019,77,2,10.0,85.2,3,40.8,24,5,60.0,2.0,7,0,48.3,0,1,0,841
Kevin Vogt,forward,Werder Bremen,1d8e9add,27,2019,77,0,0.0,85.8,0,50.0,37,4,100.0,1.14,3,0,62.5,0,0,1,729
Kevin Volland,forward,Leverkusen,64f69877,27,2019,81,10,41.0,67.3,7,31.3,7,35,62.9,1.74,3,0,44.7,0,0,1,729
Kieran Trippier,defender,AtlГ©tico Madrid,21512407,28,2019,83,0,0.0,70.7,4,64.2,46,18,72.2,1.96,2,0,51.0,1,0,0,784
