"Player","Pos","Squad","id","Age","Season","RATING","Gls","SoT%","Cmp","Cmp%","Ast","Tkl","Tkl%","Clr","Att.5","Succ%","Min","PPM","CrdY","CrdR","Fls","Won%","def","mid","forw","Age^2"
"Darko LazoviД‡","forward","Hellas Verona","5128bde4","29","2020","76","3","34.4","1002","72.1","6","29","47.6","29","39","51.3","2503","1","3","0","10","48.6","0","0","1","841"
"David Alaba","forward","Bayern Munich","05439de2","28","2020","84","2","28.6","1929","84.2","4","37","53.1","60","19","84.2","2675","2.25","4","0","19","51.4","0","0","1","784"
"David Silva","midfielder","Real Sociedad","e2716bd0","34","2020","85","2","15","720","83.1","5","19","38.1","8","47","66","1399","2.14","4","0","24","29.7","0","1","0","1156"
"Davide Biraschi","defender","Genoa","64cd167d","26","2020","72","0","0","405","78.2","0","17","50","26","15","40","915","1","2","0","16","39.1","1","0","0","676"
"Davide Calabria","defender","Milan","2146785a","23","2020","78","2","29.2","1384","77.2","1","101","60","82","35","57.1","2647","2.16","7","0","31","49.1","1","0","0","529"
"Davide Zappacosta","defender","Genoa","7fe90ccd","28","2020","79","4","31.7","859","78.8","2","33","50","41","77","41.6","2045","1.52","3","0","23","56","1","0","0","784"
"Davie Selke","forward","Werder Bremen","1238a3f9","25","2020","71","3","44.4","112","51.6","1","3","0","7","11","18.2","813","0.87","4","0","21","47.8","0","0","1","625"
"Davinson SГЎnchez","defender","Tottenham","da7b447d","24","2020","79","0","0","868","84.5","0","40","65.6","85","1","100","1486","1.78","1","0","22","60.5","1","0","0","576"
"Dayot Upamecano","defender","RB Leipzig","d248cd8f","21","2020","82","1","35.7","1953","88.1","0","37","70","74","18","72.2","2330","1.72","6","0","35","62.7","1","0","0","441"
"Declan Rice","midfielder","West Ham","1c7012b8","21","2020","82","2","28","1352","86.6","1","59","41.2","41","34","85.3","2879","1.75","2","0","21","58.9","0","1","0","441"
"Dele Alli","midfielder","Tottenham","cea4ee8f","24","2020","80","0","33.3","275","79.7","1","18","36.8","3","25","44","620","1.33","0","0","10","42.1","0","1","0","576"
"Demarai Gray","forward","Leverkusen","4468ec10","24","2020","75","1","46.7","118","67","2","3","100","3","16","56.3","442","1","0","0","4","0","0","0","1","576"
"Denis Zakaria","forward","M'Gladbach","384d58d9","23","2020","80","1","18.2","564","87.2","1","30","55","29","32","65.6","1419","1.48","5","0","23","48.1","0","0","1","529"
"Dennis Geiger","midfielder","Hoffenheim","37f606f0","22","2020","73","1","42.9","283","81.6","1","13","62.5","0","5","60","658","1.33","4","1","15","12.5","0","1","0","484"
"Dennis Praet","midfielder","Leicester City","86695068","26","2020","78","1","25","248","78.7","1","14","40","3","16","37.5","718","2.07","0","0","12","16.7","0","1","0","676"
"Diego Demme","midfielder","Napoli","dc3fa3b5","28","2020","80","2","42.9","1110","88.5","3","56","36.5","15","14","50","1590","2.17","6","0","33","23.8","0","1","0","784"
"Diego GodГ­n","defender","Cagliari","fc4f85b1","34","2020","80","1","33.3","1296","83.2","0","60","61.5","117","17","94.1","2508","1.18","3","0","31","61.8","1","0","0","1156"
"Diego Llorente","defender","Leeds United","bba30585","26","2020","77","1","37.5","598","82.9","0","34","59.4","40","8","75","1204","1.8","1","0","15","57.9","1","0","0","676"
"Dimitri LiГ©nard","midfielder","Strasbourg","f7691f63","32","2020","74","2","28.6","860","74.7","4","39","43.6","10","22","59.1","1829","1.15","2","0","19","36.6","0","1","0","1024"
"Dimitri Payet","forward","Marseille","58ae47b2","33","2020","80","7","38.6","1027","71.2","10","27","42.5","10","61","60.7","2417","1.42","4","2","16","22.2","0","0","1","1089"
"Divock Origi","forward","Liverpool","43a166b4","25","2020","76","0","28.6","47","77","0","3","33.3","2","4","0","186","1.33","0","0","0","30","0","0","1","625"
"Domenico Berardi","forward","Sassuolo","53a0e358","25","2020","82","17","30.5","984","75.1","7","42","33.9","34","63","47.6","2475","1.77","4","0","43","27.3","0","0","1","625"
"Dominic Calvert-Lewin","forward","Everton","59e6e5bf","23","2020","81","16","55.4","469","67.9","0","17","50","33","49","44.9","2871","1.64","3","0","37","53.7","0","0","1","529"
"Dominik Kohr","midfielder","Mainz 05","0fbecd11","26","2020","75","1","18.8","392","72.7","1","47","51.3","15","8","50","1268","1.88","3","0","26","60.5","0","1","0","676"
"Dominique Heintz","defender","Freiburg","699fb8db","26","2020","74","0","33.3","833","86.1","0","22","52.6","49","6","66.7","1369","1.05","3","0","16","58.5","1","0","0","676"
"Douglas Luiz","midfielder","Aston Villa","6f7d826d","22","2020","77","0","30.8","1217","84.2","2","49","34.5","44","32","71.9","2781","1.36","10","1","59","50.6","0","1","0","484"
"Dries Mertens","forward","Napoli","89b2c8a9","33","2020","84","9","35.2","352","72.1","8","16","20","3","22","50","1459","2.21","2","0","15","15.4","0","0","1","1089"
"DuvГЎn Zapata","forward","Atalanta","d3de9af0","29","2020","83","15","38.8","614","75.2","9","12","30.8","19","85","40","2379","2.03","0","0","29","48","0","0","1","841"
"Eden Hazard","forward","Real Madrid","a39bb753","29","2020","85","3","50","298","87.6","2","3","0","0","22","63.6","532","1.86","0","0","2","22.2","0","0","1","841"
"Edimilson Fernandes","midfielder","Mainz 05","3bb625ac","24","2020","71","0","33.3","266","73.5","1","8","57.1","25","5","60","841","0.64","1","0","7","54.5","0","1","0","576"
"Edin DЕѕeko","forward","Roma","3bb7f478","34","2020","83","7","34.8","338","66","3","8","33.3","11","55","49.1","1824","1.41","2","0","25","60.3","0","0","1","1156"
"Edinson Cavani","forward","Manchester Utd","527f063d","33","2020","85","10","44.1","264","77","3","12","15.4","11","12","50","1375","1.85","4","0","21","37","0","0","1","1089"
"Edoardo Goldaniga","defender","Genoa","4b029b31","26","2020","71","0","0","650","72.8","1","28","60.9","62","11","54.5","1857","0.92","8","0","30","41","1","0","0","676"
"Ellyes Skhiri","midfielder","KГ¶ln","c2211709","25","2020","77","5","41.2","1316","86.4","2","83","50.8","38","22","68.2","2785","0.91","5","0","43","55.3","0","1","0","625"
"Elseid Hysaj","defender","Napoli","2f3452eb","26","2020","77","0","0","1029","83.9","2","29","51.5","52","33","66.7","1768","2.21","2","0","16","58.1","1","0","0","676"
"Emil Forsberg","forward","RB Leipzig","9a2e0ccc","28","2020","81","7","43.8","468","76","4","11","18.5","4","33","57.6","1539","1.72","0","0","15","26.7","0","0","1","784"
"Emil Krafth","defender","Newcastle Utd","77cf6852","25","2020","73","1","42.9","416","71.7","0","19","48","52","4","75","1288","1.38","4","0","12","56.8","1","0","0","625"
"Emre Can","forward","Dortmund","a65ce836","26","2020","82","1","23.5","1552","86.6","4","43","54.1","52","36","83.3","2133","1.86","5","0","35","67.7","0","0","1","676"
"Enes Гњnal","forward","Getafe","f8eca1b6","23","2020","75","4","21.6","204","58.6","2","11","26.7","14","36","47.2","1318","0.93","4","0","40","50.7","0","0","1","529"
"Enis Bardhi","midfielder","Levante","cac2537b","25","2020","79","1","36.1","656","73.9","2","28","27.8","14","57","61.4","1682","0.92","4","0","27","20.8","0","1","0","625"
"Eric Bailly","defender","Manchester Utd","a1232f4e","26","2020","79","0","0","497","88.1","0","5","0","36","4","100","916","1.92","3","0","10","58.5","1","0","0","676"
"Eric Dier","defender","Tottenham","ac861941","26","2020","79","0","14.3","1493","82.9","0","23","61.1","123","4","75","2520","1.5","3","0","16","59.4","1","0","0","676"
"Erick Cabaco","defender","Getafe","e7ab4179","25","2020","73","0","0","301","61.6","0","24","54.5","51","2","0","1326","1.1","9","0","24","66.7","1","0","0","625"
"Erik Thommy","forward","Stuttgart","df8e7b62","25","2020","72","0","8.3","98","72.1","2","3","0","4","4","75","313","1.25","0","0","5","100","0","0","1","625"
"Ermin BiДЌakДЌiД‡","defender","Hoffenheim","7aac47fe","30","2020","75","1","50","53","86.9","0","1","100","9","0","0","128","3","1","0","2","58.3","1","0","0","900"
"Fabian SchГ¤r","defender","Newcastle Utd","c8aa95da","28","2020","76","1","36.4","468","76.2","0","13","36.8","52","14","50","1246","1.11","4","1","22","40","1","0","0","784"
"Fabinho","forward","Liverpool","7f3b388c","26","2020","86","0","10","1910","90.2","0","58","50","66","11","63.6","2567","1.87","6","0","29","50.9","0","0","1","676"
"Fabio Quagliarella","forward","Sampdoria","ee4f2f3b","37","2020","78","13","31.6","362","68.8","1","12","10.5","10","28","60.7","2204","1.21","1","0","27","40.5","0","0","1","1369"
"Federico Bernardeschi","forward","Juventus","ee93c1a9","26","2020","79","0","46.2","447","76.4","2","9","20","7","32","68.8","972","2.11","3","0","13","46.2","0","0","1","676"
"Federico Ceccherini","defender","Hellas Verona","d9624b51","28","2020","74","0","0","733","80.1","0","16","28.6","60","15","73.3","1738","1.08","8","0","47","63.2","1","0","0","784"
"Federico Chiesa","forward","Juventus","b0f7e36c","22","2020","83","8","41.7","605","75.8","8","47","38","16","84","57.1","2210","2.07","3","1","30","17.6","0","0","1","484"
"Federico Fazio","defender","Roma","4e358a2d","33","2020","75","1","66.7","272","85.8","0","3","75","18","3","100","406","1.17","2","0","6","58.6","1","0","0","1089"
"Federico FernГЎndez","defender","Newcastle Utd","f25b010f","31","2020","75","0","50","715","80","0","29","81","147","1","0","2079","1.33","4","0","15","62.3","1","0","0","961"
"Federico Valverde","midfielder","Real Madrid","0959c2a2","22","2020","83","3","36.4","673","86.6","1","25","38.5","4","28","82.1","1330","2.25","0","0","12","55.6","0","1","0","484"
"Ferland Mendy","defender","Real Madrid","3cefcaef","25","2020","83","1","16.7","1302","88.8","0","26","50","32","60","73.3","2208","2.38","3","0","22","41.7","1","0","0","625"
"Filip KostiД‡","defender","Eint Frankfurt","b1cd37e6","27","2020","84","4","40.4","971","61","14","54","40.7","28","60","40","2534","1.83","4","0","20","43.3","1","0","0","729"
"Flavien Tait","midfielder","Rennes","a0f9b535","27","2020","76","1","32","673","82.8","3","26","31.3","2","47","48.9","1368","1.48","6","0","18","47.4","0","1","0","729"
"Florent Mollet","midfielder","Montpellier","7e82a78f","28","2020","78","3","31.4","1041","82.9","5","20","25.5","9","36","38.9","2355","1.32","5","2","34","27.5","0","1","0","784"
"Florian Kainz","midfielder","KГ¶ln","94c18565","27","2020","75","1","33.3","131","66.8","0","4","25","3","12","41.7","447","1.25","0","0","6","37.5","0","1","0","729"
"Florian Lejeune","defender","AlavГ©s","6eaed4eb","29","2020","77","1","26.1","1130","76.5","1","43","60","149","13","76.9","3015","1","10","0","33","65.8","1","0","0","841"
"Florian Niederlechner","forward","Augsburg","d6862409","29","2020","75","5","38.3","214","66","4","7","0","18","24","66.7","1737","0.82","3","1","24","30","0","0","1","841"
"Francesco Acerbi","defender","Lazio","b96b595c","32","2020","83","0","0","1854","88.4","1","51","45","121","8","75","2813","1.88","9","1","31","71.3","1","0","0","1024"
"Francis Coquelin","midfielder","Villarreal","a6951bf8","29","2020","80","0","0","447","88.3","0","19","42.1","11","15","80","736","1.5","4","0","16","52.6","0","1","0","841"
"Gabriel Jesus","forward","Manchester City","b66315ae","23","2020","83","9","29.1","631","84","4","17","39.3","5","70","68.6","2063","2.28","2","0","28","25.4","0","0","1","529"
"Gabriel Silva","defender","Saint-Г‰tienne","4914ed4a","29","2020","73","0","0","185","81.5","0","7","50","8","5","40","355","1.5","1","0","5","45.5","1","0","0","841"
"Gareth Bale","forward","Tottenham","a58bb1e1","31","2020","82","11","50","285","68.5","2","17","50","16","49","55.1","920","1.45","1","0","9","67.6","0","0","1","961"
"GaГ«l Kakuta","midfielder","Lens","5b1bf5e3","29","2020","78","11","18.6","819","70.8","5","38","18.2","4","102","51","2394","1.43","3","0","31","29.2","0","1","0","841"
"GaГ«tan Laborde","forward","Montpellier","7cdda3bf","26","2020","80","16","40.4","575","63.7","8","43","26.7","25","70","47.1","3256","1.42","3","0","62","51.3","0","0","1","676"
"Geoffrey Kondogbia","midfielder","AtlГ©tico Madrid","cce181df","27","2020","79","0","40","329","84.6","0","30","55","8","12","83.3","611","2.32","4","0","19","42.9","0","1","0","729"
"Georginio Wijnaldum","midfielder","Liverpool","eb58eef0","29","2020","84","2","29","1644","92.5","0","23","22.6","18","51","66.7","2941","1.82","1","0","15","51.3","0","1","0","841"
"GermГЎn Pezzella","defender","Fiorentina","8c725b43","29","2020","77","1","12.5","1000","84.7","0","34","56.3","109","1","100","2743","1.09","5","0","33","59.5","1","0","0","841"
"Giacomo Bonaventura","midfielder","Fiorentina","d995ed27","30","2020","78","3","25","761","79.6","2","34","30.2","12","60","66.7","2256","1.15","5","0","39","48.3","0","1","0","900"
"Gian Marco Ferrari","defender","Sassuolo","8650af85","28","2020","73","0","20","2495","91.3","4","32","43.5","100","12","50","3014","1.68","7","0","41","57","1","0","0","784"
"Gianluca Caprari","midfielder","Benevento","54e53b7e","27","2020","75","5","31.9","507","71.3","6","16","19.4","8","95","54.7","1865","0.93","4","1","23","9.1","0","1","0","729"
"Gianluca Mancini","defender","Roma","5aa53281","24","2020","80","4","39.3","1731","88","2","50","58.1","77","19","78.9","2852","1.58","10","0","67","62.5","1","0","0","576"
"Giorgio Chiellini","defender","Juventus","e85fb9b8","35","2020","86","0","0","1025","91.4","1","12","45.5","56","4","50","1386","1.94","4","0","19","55.3","1","0","0","1225"
"Giovani Lo Celso","midfielder","Tottenham","d7553721","24","2020","81","1","33.3","469","77.6","1","28","34.5","5","20","40","945","1.89","5","0","19","48.3","0","1","0","576"
"Giovanni Simeone","forward","Cagliari","343c0d52","25","2020","75","6","30.2","255","73.7","2","24","22.6","18","23","65.2","1740","0.91","1","0","24","30.5","0","0","1","625"
"Giuseppe Pezzella","defender","Parma","149c5f5d","22","2020","72","1","28.6","766","76.8","4","34","53.7","52","49","71.4","1828","0.58","7","0","24","66.7","1","0","0","484"
"Gonzalo Escalante","midfielder","Lazio","3f79a1c8","27","2020","77","0","42.9","422","87.7","1","26","28.6","13","9","88.9","733","1.92","5","0","14","40","0","1","0","729"
"Granit Xhaka","forward","Arsenal","e61b8aee","27","2020","79","1","33.3","2011","89.8","2","50","51.7","38","16","50","2522","1.65","7","1","39","52.7","0","0","1","729"
"Guillermo MaripГЎn","defender","Monaco","d9764034","26","2020","77","5","40","1501","89.9","1","26","55.6","66","2","100","2089","2.07","7","0","19","51.3","1","0","0","676"
"Hakan Г‡alhanoДџlu","midfielder","Milan","cd0fa27b","26","2020","82","4","26.8","1240","76.8","9","26","25","24","59","61","2614","2.09","4","0","29","34.7","0","1","0","676"
"Hamari TraorГ©","defender","Rennes","a4b1028a","28","2020","79","1","21.7","2016","82.2","1","56","37.3","50","33","69.7","3000","1.54","4","0","40","41.8","1","0","0","784"
"Hamza Choudhury","midfielder","Leicester City","7d2d3329","22","2020","73","0","25","192","80.3","0","8","40","9","1","0","316","1.8","1","0","6","85.7","0","1","0","484"
"Hans Hateboer","defender","Atalanta","3b333ac3","26","2020","80","2","48.1","857","86.4","1","28","56.5","9","13","38.5","1762","2.18","3","0","20","53.5","1","0","0","676"
"Harry Kane","forward","Tottenham","21a66f6a","27","2020","90","23","35.3","652","67.6","14","22","30.8","40","100","52","3082","1.69","1","0","26","39.9","0","0","1","729"
"Harry Maguire","defender","Manchester Utd","d8931174","27","2020","84","2","25","1958","87","1","29","62.1","122","14","57.1","3047","2.06","11","0","40","75.8","1","0","0","729"
"Harry Winks","midfielder","Tottenham","2f7acede","24","2020","77","0","25","579","84.8","0","16","25","12","5","80","861","1.67","5","0","11","58.3","0","1","0","576"
"Harvey Barnes","forward","Leicester City","3ea50f67","22","2020","81","9","44.6","459","72.1","4","19","22.7","11","89","44.9","1945","1.84","0","0","16","42.9","0","0","1","484"
"Henrikh Mkhitaryan","midfielder","Roma","dd0daf32","31","2020","83","13","40.7","893","75.7","10","58","21","10","85","56.5","2745","1.71","2","0","36","32.5","0","1","0","961"
"Houssem Aouar","midfielder","Lyon","a5db0bec","22","2020","81","7","36.8","833","84.1","3","17","32","4","81","56.8","1781","1.97","3","1","20","19","0","1","0","484"
"Iago Aspas","forward","Celta Vigo","7dcf86f6","32","2020","84","14","46.7","983","77.1","13","11","8.7","21","85","70.6","2864","1.48","9","0","24","26.2","0","0","1","1024"
"Ibrahima KonatГ©","defender","RB Leipzig","5ed9b537","21","2020","78","1","50","480","85.6","0","6","25","24","8","100","695","2.21","2","0","13","76.3","1","0","0","441"
"Ignatius Ganago","forward","Lens","23c63b7f","21","2020","74","7","45","193","68.9","0","4","25","3","43","53.5","1304","1.33","0","0","15","41.2","0","0","1","441"
"Ihlas Bebou","forward","Hoffenheim","a53b661f","26","2020","77","9","39.6","466","74","7","24","57.1","16","76","56.6","2200","1.31","3","0","24","39.9","0","0","1","676"
"Isaac Hayden","forward","Newcastle Utd","c951a6df","25","2020","76","0","12.5","657","78.8","0","52","40","47","10","70","1942","1","8","0","38","62.2","0","0","1","625"
