Player,Pos,Squad,id,Age,Season,RATING,xG,Blocks,Tkl+Int,Err,Def Pen,Att.5,Succ%,Mn/Sub,xG+/-90,OG,Won%,def,mid,forw,Age^2
Daniel Ginczek,forward,Wolfsburg,e5f63987,28,2019,76,3.2,6,5,0,4,12,50.0,16,0.31,0,44.4,0,0,1,784
Daniel Wass,forward,Valencia,d83bbc54,30,2019,80,1.2,32,75,1,117,18,50.0,20,-0.3,0,59.5,0,0,1,900
Daniele Baselli,midfielder,Torino,ea06dd97,27,2019,77,0.7,5,68,0,48,16,62.5,0,-0.69,0,42.9,0,1,0,729
Daniele Rugani,defender,Juventus,14b8fcdf,25,2019,80,0.3,1,19,0,36,0,0.0,20,0.76,0,64.0,1,0,0,625
Danilo,defender,Juventus,94b2001f,28,2019,75,0.9,15,56,0,52,19,78.9,41,0.15,0,56.3,1,0,0,784
Danilo Cataldi,midfielder,Lazio,ba3d3bea,24,2019,73,0.5,7,30,0,26,2,100.0,21,-0.15,0,57.1,0,1,0,576
Danilo D'Ambrosio,defender,Inter,44eb9093,30,2019,77,1.7,11,44,0,55,13,69.2,16,0.95,0,56.8,1,0,0,900
Danny Ings,forward,Southampton,07802f7f,27,2019,80,16.2,27,51,1,33,97,49.5,23,0.2,0,28.3,0,0,1,729
Danny Welbeck,forward,Watford,ce5143da,28,2019,74,3.9,2,19,0,6,20,45.0,21,0.21,0,52.8,0,0,1,784
Danny da Costa,midfielder,Eint Frankfurt,5ddb8f9f,26,2019,78,1.6,30,41,0,28,40,57.5,17,0.72,0,44.6,0,1,0,676
Dante,defender,Nice,fd2bc67d,35,2019,76,1.7,9,60,0,249,9,88.9,0,-0.19,1,64.6,1,0,0,1225
Darko LazoviД‡,defender,Hellas Verona,5128bde4,28,2019,76,2.3,49,49,0,85,84,44.0,45,-0.03,0,45.5,1,0,0,784
David Alaba,defender,Bayern Munich,05439de2,27,2019,84,1.0,19,59,0,145,9,77.8,79,1.63,0,42.0,1,0,0,729
David Silva,midfielder,Manchester City,e2716bd0,33,2019,86,6.4,21,39,0,20,44,75.0,18,1.51,0,28.0,0,1,0,1089
Davide Biraschi,defender,Genoa,64cd167d,25,2019,72,0.5,30,66,0,106,53,69.8,31,0.08,1,67.3,1,0,0,625
Davide Calabria,defender,Milan,2146785a,22,2019,76,0.5,21,73,1,59,23,43.5,33,0.56,0,52.4,1,0,0,484
Davide Zappacosta,defender,Roma,7fe90ccd,27,2019,78,0.6,11,13,1,10,18,16.7,30,-0.13,0,0.0,1,0,0,729
Davie Selke,forward,Hertha BSC,1238a3f9,24,2019,73,2.0,8,7,0,13,12,41.7,16,-0.5,0,52.9,0,0,1,576
Davinson SГЎnchez,defender,Tottenham,da7b447d,23,2019,81,0.6,9,78,5,256,10,80.0,23,-0.11,0,54.1,1,0,0,529
Dayot Upamecano,defender,RB Leipzig,d248cd8f,20,2019,79,1.9,9,95,1,191,38,76.3,45,1.02,0,63.5,1,0,0,400
Declan Rice,midfielder,West Ham,1c7012b8,20,2019,79,1.3,21,193,0,105,65,75.4,0,-0.4,0,60.0,0,1,0,400
Dele Alli,midfielder,Tottenham,cea4ee8f,23,2019,83,8.1,34,51,2,36,66,43.9,19,-0.08,0,33.9,0,1,0,529
Demarai Gray,midfielder,Leicester City,4468ec10,23,2019,75,2.8,14,17,0,3,25,40.0,22,0.69,0,20.0,0,1,0,529
Denis Zakaria,forward,M'Gladbach,384d58d9,22,2019,83,2.3,10,86,1,77,59,78.0,22,0.82,0,47.7,0,0,1,484
Dennis Geiger,midfielder,Hoffenheim,37f606f0,21,2019,72,0.9,9,18,0,12,8,87.5,20,-0.65,0,36.4,0,1,0,441
Dennis Praet,midfielder,Leicester City,86695068,25,2019,76,0.9,14,50,0,20,25,48.0,20,0.07,0,27.8,0,1,0,625
Diego Demme,midfielder,RB Leipzig,dc3fa3b5,27,2019,78,0.8,18,56,0,21,19,57.9,28,1.11,0,29.2,0,1,0,729
Diego GodГ­n,defender,Inter,fc4f85b1,33,2019,85,0.9,11,83,1,126,15,100.0,26,0.35,0,63.7,1,0,0,1089
Diego Llorente,defender,Real Sociedad,bba30585,25,2019,76,1.1,12,58,5,185,9,88.9,23,0.25,0,56.9,1,0,0,625
Dimitri LiГ©nard,midfielder,Strasbourg,f7691f63,31,2019,75,1.6,11,54,0,32,24,66.7,22,0.05,0,45.7,0,1,0,961
Dimitri Payet,forward,Marseille,58ae47b2,32,2019,82,6.4,19,30,0,15,82,61.0,0,0.35,0,50.0,0,0,1,1024
Divock Origi,forward,Liverpool,43a166b4,24,2019,77,1.8,5,16,0,6,26,46.2,14,0.42,0,40.9,0,0,1,576
Domenico Berardi,forward,Sassuolo,53a0e358,24,2019,80,10.7,30,65,0,36,76,51.3,29,-0.25,0,47.2,0,0,1,576
Dominic Calvert-Lewin,forward,Everton,59e6e5bf,22,2019,79,15.3,23,13,0,42,27,51.9,18,0.06,0,46.2,0,0,1,484
Dominik Kohr,midfielder,Eint Frankfurt,0fbecd11,25,2019,75,1.7,17,74,0,29,25,76.0,25,0.58,0,35.2,0,1,0,625
Dominique Heintz,defender,Freiburg,699fb8db,25,2019,75,0.2,22,88,1,219,21,85.7,9,-0.57,0,53.0,1,0,0,625
Douglas Luiz,midfielder,Aston Villa,6f7d826d,21,2019,75,2.6,11,82,1,104,45,77.8,20,-0.72,0,46.2,0,1,0,441
Dries Mertens,forward,Napoli,89b2c8a9,32,2019,85,6.0,28,20,0,5,40,57.5,25,0.31,0,27.3,0,0,1,1024
DuvГЎn Zapata,forward,Atalanta,d3de9af0,28,2019,83,15.6,22,9,0,14,49,46.9,27,1.01,0,53.1,0,0,1,784
Eden Hazard,forward,Real Madrid,a39bb753,28,2019,88,2.1,12,13,0,3,71,69.0,20,1.41,0,46.2,0,0,1,784
Edimilson Fernandes,forward,Mainz 05,3bb625ac,23,2019,70,0.8,8,65,1,64,21,66.7,13,-0.45,0,51.7,0,0,1,529
Edin DЕѕeko,forward,Roma,3bb7f478,33,2019,83,19.0,25,22,0,40,65,53.8,25,0.68,0,62.4,0,0,1,1089
Edinson Cavani,forward,Paris S-G,527f063d,32,2019,84,8.7,0,6,0,4,8,87.5,13,1.94,0,36.4,0,0,1,1024
Edoardo Goldaniga,defender,Genoa,4b029b31,25,2019,70,1.0,3,22,1,53,2,50.0,20,-0.39,0,51.3,1,0,0,625
Ellyes Skhiri,midfielder,KГ¶ln,c2211709,24,2019,77,2.2,18,141,0,69,32,68.8,35,-0.05,0,56.6,0,1,0,576
Elseid Hysaj,defender,Napoli,2f3452eb,25,2019,78,0.2,26,42,0,50,20,65.0,22,0.34,0,34.8,1,0,0,625
Emil Forsberg,midfielder,RB Leipzig,9a2e0ccc,27,2019,79,3.6,15,21,0,7,30,73.3,19,0.22,0,36.0,0,1,0,729
Emil Krafth,defender,Newcastle Utd,77cf6852,24,2019,74,0.3,12,26,0,53,6,66.7,16,-0.77,0,43.8,1,0,0,576
Emre Can,forward,Dortmund,a65ce836,25,2019,82,1.2,9,38,0,34,21,66.7,45,0.62,0,73.7,0,0,1,625
Enes Гњnal,forward,Valladolid,f8eca1b6,22,2019,75,9.7,17,26,0,17,40,65.0,29,-0.45,0,45.0,0,0,1,484
Enis Bardhi,midfielder,Levante,cac2537b,24,2019,79,5.1,31,39,0,26,57,64.9,23,-0.25,0,15.6,0,1,0,576
Eric Bailly,defender,Manchester Utd,a1232f4e,25,2019,79,0.0,0,4,1,15,1,100.0,20,-0.14,0,100.0,1,0,0,625
Eric Dier,forward,Tottenham,ac861941,25,2019,78,0.9,7,42,0,110,4,100.0,18,-0.03,0,61.1,0,0,1,625
Erick Cabaco,defender,Levante,e7ab4179,24,2019,74,0.3,0,24,1,103,5,80.0,3,-0.54,0,54.3,1,0,0,576
Erik Thommy,midfielder,DГјsseldorf,df8e7b62,24,2019,75,4.6,44,56,1,22,67,67.2,25,-0.67,1,29.2,0,1,0,576
Ermin BiДЌakДЌiД‡,defender,Hoffenheim,7aac47fe,29,2019,76,0.6,7,32,2,116,2,50.0,18,-0.26,0,74.0,1,0,0,841
Fabian SchГ¤r,forward,Newcastle Utd,c8aa95da,27,2019,78,1.4,7,86,2,123,24,66.7,18,-1.03,0,50.0,0,0,1,729
Fabinho,midfielder,Liverpool,7f3b388c,25,2019,87,0.4,13,96,1,40,12,75.0,22,0.66,0,59.4,0,1,0,625
Fabio Quagliarella,forward,Sampdoria,ee4f2f3b,36,2019,80,12.9,11,17,0,20,17,70.6,25,0.13,0,35.7,0,0,1,1296
Federico Bernardeschi,midfielder,Juventus,ee93c1a9,25,2019,80,4.4,18,26,1,18,42,52.4,27,0.63,0,66.7,0,1,0,625
Federico Ceccherini,defender,Fiorentina,d9624b51,27,2019,70,0.2,1,27,1,61,7,85.7,23,-0.06,0,64.1,1,0,0,729
Federico Chiesa,forward,Fiorentina,b0f7e36c,21,2019,78,12.2,21,44,0,5,91,57.1,29,0.3,0,25.0,0,0,1,441
Federico Fazio,defender,Roma,4e358a2d,32,2019,77,0.5,4,38,0,89,12,66.7,33,0.53,0,60.0,1,0,0,1024
Federico FernГЎndez,defender,Newcastle Utd,f25b010f,30,2019,77,1.4,21,66,2,254,16,62.5,9,-0.75,1,54.1,1,0,0,900
Federico Valverde,midfielder,Real Madrid,0959c2a2,21,2019,83,2.0,16,59,2,27,27,70.4,14,0.96,0,58.1,0,1,0,441
Ferland Mendy,defender,Real Madrid,3cefcaef,24,2019,83,0.6,27,54,1,54,69,71.0,18,0.85,0,57.8,1,0,0,576
Filip KostiД‡,midfielder,Eint Frankfurt,b1cd37e6,26,2019,83,6.3,75,82,0,23,139,59.7,0,0.3,0,57.1,0,1,0,676
Flavien Tait,midfielder,Rennes,a0f9b535,26,2019,76,1.2,18,29,1,3,32,68.8,18,0.19,0,23.5,0,1,0,676
Florent Mollet,midfielder,Montpellier,7e82a78f,27,2019,78,3.0,19,22,0,6,24,58.3,21,-0.04,0,36.4,0,1,0,729
Florian Kainz,forward,KГ¶ln,94c18565,26,2019,75,4.2,25,34,0,11,39,56.4,27,0.18,0,28.0,0,0,1,676
Florian Lejeune,defender,Newcastle Utd,6eaed4eb,28,2019,77,1.2,6,18,2,21,5,80.0,50,-1.08,0,53.3,1,0,0,784
Florian Niederlechner,forward,Augsburg,d6862409,28,2019,78,13.9,21,29,0,47,63,44.4,36,-0.3,1,40.7,0,0,1,784
Francesco Acerbi,defender,Lazio,b96b595c,31,2019,83,2.4,12,101,1,300,14,92.9,0,0.45,0,63.6,1,0,0,961
Francis Coquelin,midfielder,Valencia,a6951bf8,28,2019,80,0.4,6,75,0,65,29,69.0,22,-0.16,0,66.7,0,1,0,784
Gabriel Jesus,forward,Manchester City,b66315ae,22,2019,83,18.2,16,28,0,7,60,75.0,26,1.76,0,36.9,0,0,1,484
Gabriel Silva,defender,Saint-Г‰tienne,4914ed4a,28,2019,74,0.0,2,8,0,10,0,0.0,5,-0.82,0,66.7,1,0,0,784
Gareth Bale,forward,Real Madrid,a58bb1e1,30,2019,83,4.0,10,15,0,8,30,60.0,26,0.39,0,70.0,0,0,1,900
GaГ«l Kakuta,midfielder,Amiens,5b1bf5e3,28,2019,75,2.8,26,62,2,6,74,64.9,37,-0.32,0,29.1,0,1,0,784
GaГ«tan Laborde,forward,Montpellier,7cdda3bf,25,2019,76,8.3,28,28,1,31,80,41.3,29,0.09,0,52.3,0,0,1,625
Geoffrey Kondogbia,midfielder,Valencia,cce181df,26,2019,79,1.1,6,120,2,89,30,73.3,18,-0.39,1,48.2,0,1,0,676
Georginio Wijnaldum,midfielder,Liverpool,eb58eef0,28,2019,85,2.6,23,55,3,41,74,55.4,28,0.73,0,37.0,0,1,0,784
GermГЎn Pezzella,defender,Fiorentina,8c725b43,28,2019,78,3.1,9,91,1,200,1,100.0,0,0.05,0,63.1,1,0,0,784
Giacomo Bonaventura,midfielder,Milan,d995ed27,29,2019,80,3.3,13,23,0,17,30,73.3,24,0.73,0,40.0,0,1,0,841
Gian Marco Ferrari,defender,Sassuolo,8650af85,27,2019,72,1.3,6,35,1,187,4,75.0,12,-0.24,0,61.0,1,0,0,729
Gianluca Caprari,forward,Sampdoria,54e53b7e,26,2019,74,1.2,8,16,0,3,22,50.0,22,-0.47,0,0.0,0,0,1,676
Gianluca Mancini,forward,Roma,5aa53281,23,2019,76,2.6,11,109,1,201,14,78.6,25,0.58,0,71.2,0,0,1,529
Giorgio Chiellini,defender,Juventus,e85fb9b8,34,2019,87,0.2,1,4,0,18,1,100.0,13,0.69,0,57.1,1,0,0,1156
Giovani Lo Celso,midfielder,Tottenham,d7553721,23,2019,82,1.3,16,60,0,23,51,62.7,23,-0.16,0,26.7,0,1,0,529
Giovanni Simeone,forward,Cagliari,343c0d52,24,2019,76,11.8,22,35,1,21,65,49.2,38,-0.26,0,25.3,0,0,1,576
Giuseppe Pezzella,defender,Parma,149c5f5d,21,2019,72,0.1,13,26,0,39,23,52.2,19,-0.62,0,45.0,1,0,0,441
Gonzalo Escalante,midfielder,Eibar,3f79a1c8,26,2019,77,1.7,17,70,0,29,22,72.7,25,-0.41,0,48.7,0,1,0,676
Granit Xhaka,midfielder,Arsenal,e61b8aee,26,2019,80,0.5,19,66,3,125,32,78.1,45,-0.1,0,45.5,0,1,0,676
Guillermo MaripГЎn,defender,Monaco,d9764034,25,2019,75,1.9,6,67,2,127,4,50.0,0,0.21,0,56.5,1,0,0,625
Hakan Г‡alhanoДџlu,midfielder,Milan,cd0fa27b,25,2019,79,7.8,26,68,1,39,45,62.2,45,0.44,0,38.0,0,1,0,625
Hamari TraorГ©,defender,Rennes,a4b1028a,27,2019,79,1.4,23,103,1,66,41,61.0,0,0.27,0,55.2,1,0,0,729
Hamza Choudhury,midfielder,Leicester City,7d2d3329,21,2019,74,0.4,10,41,0,25,10,30.0,13,0.15,0,54.5,0,1,0,441
Hans Hateboer,defender,Atalanta,3b333ac3,25,2019,78,2.3,43,46,1,46,26,42.3,27,1.27,0,52.6,1,0,0,625
Harry Kane,forward,Tottenham,21a66f6a,26,2019,88,12.5,17,24,0,38,55,50.9,0,-0.03,0,39.1,0,0,1,676
Harry Maguire,defender,Manchester Utd,d8931174,26,2019,82,2.1,6,109,0,360,11,63.6,0,0.64,0,71.5,1,0,0,676
Harry Winks,midfielder,Tottenham,2f7acede,23,2019,79,0.5,12,76,1,54,21,71.4,19,-0.27,0,63.6,0,1,0,529
Harvey Barnes,midfielder,Leicester City,3ea50f67,21,2019,79,8.1,17,24,1,9,81,53.1,26,0.44,0,42.4,0,1,0,441
Henrikh Mkhitaryan,midfielder,Roma,dd0daf32,30,2019,80,5.7,17,43,0,12,44,47.7,25,0.58,0,43.5,0,1,0,900
Houssem Aouar,midfielder,Lyon,a5db0bec,21,2019,81,3.7,16,41,0,10,112,59.8,14,0.29,0,58.6,0,1,0,441
Iago Aspas,forward,Celta Vigo,7dcf86f6,31,2019,84,14.6,49,51,0,10,95,54.7,0,-0.19,0,33.3,0,0,1,961
Ibrahima KonatГ©,defender,RB Leipzig,5ed9b537,20,2019,78,0.1,0,16,1,45,4,75.0,15,1.1,0,81.8,1,0,0,400
Ignatius Ganago,forward,Nice,23c63b7f,20,2019,71,1.9,8,14,0,14,39,56.4,23,-0.38,0,38.2,0,0,1,400
Ihlas Bebou,forward,Hoffenheim,a53b661f,25,2019,74,4.5,26,38,0,37,94,52.1,36,-0.19,0,48.7,0,0,1,625
Isaac Hayden,midfielder,Newcastle Utd,c951a6df,24,2019,77,1.2,25,93,0,50,43,62.8,19,-0.71,0,59.8,0,1,0,576
Isco,forward,Real Madrid,a0b4bb3e,27,2019,84,2.1,20,20,1,6,45,73.3,15,0.38,0,26.1,0,0,1,729
IsmaГ«l TraorГ©,defender,Angers,b666421b,32,2019,75,0.8,6,50,1,121,5,80.0,0,0.03,0,58.0,1,0,0,1024
Issa Diop,defender,West Ham,a712ca2b,22,2019,77,1.5,11,74,2,229,7,71.4,3,-0.39,0,66.9,1,0,0,484
Ivan PeriЕЎiД‡,forward,Bayern Munich,6fe90922,30,2019,82,4.1,24,20,0,14,20,60.0,30,1.67,0,71.4,0,0,1,900
Ivan RadovanoviД‡,midfielder,Genoa,023937a9,30,2019,74,0.9,3,35,0,60,3,66.7,13,-0.4,0,54.8,0,1,0,900
Ivan RakitiД‡,midfielder,Barcelona,89f951b5,31,2019,82,2.1,13,42,1,44,17,58.8,23,0.66,0,45.9,0,1,0,961
Jack Cork,midfielder,Burnley,74e12f1e,30,2019,77,2.0,14,63,0,60,33,78.8,0,-0.07,0,43.9,0,1,0,900
Jack Stephens,defender,Southampton,6adbc307,25,2019,75,1.0,16,75,2,196,11,63.6,45,0.01,0,42.6,1,0,0,625
Jadon Sancho,forward,Dortmund,dbf053da,19,2019,87,10.1,34,28,0,8,138,55.8,28,0.91,0,7.7,0,0,1,361
Jakub Jankto,midfielder,Sampdoria,1ea5f91c,23,2019,74,2.5,20,49,0,31,19,36.8,33,-0.05,0,29.0,0,1,0,529
Jamaal Lascelles,defender,Newcastle Utd,450ab6fc,25,2019,77,0.5,7,42,1,188,6,66.7,0,-0.71,0,59.8,1,0,0,625
James McArthur,midfielder,Crystal Palace,cee31595,31,2019,75,2.0,49,148,0,102,44,65.9,0,-0.53,0,37.4,0,1,0,961
James Milner,forward,Liverpool,2f90f6b8,33,2019,80,2.2,15,23,1,26,11,90.9,15,1.15,0,50.0,0,0,1,1089
James Tarkowski,defender,Burnley,15ea812b,26,2019,80,2.1,9,129,4,306,13,100.0,0,-0.06,0,74.0,1,0,0,676
James Tomkins,defender,Crystal Palace,e7ca0439,30,2019,76,1.1,2,50,0,130,2,50.0,0,-0.77,0,65.2,1,0,0,900
James Ward-Prowse,forward,Southampton,3515d404,24,2019,79,7.3,23,152,1,118,21,66.7,0,0.09,0,51.9,0,0,1,576
Jamie Vardy,forward,Leicester City,45963054,32,2019,86,19.2,12,17,0,28,47,48.9,32,0.36,0,36.0,0,0,1,1024
Jan Bednarek,defender,Southampton,4115ce4e,23,2019,77,1.1,14,142,4,269,2,100.0,0,0.04,1,73.1,1,0,0,529
Janik Haberer,midfielder,Freiburg,70dcf94d,25,2019,75,0.6,20,51,0,26,26,57.7,17,-0.64,0,39.3,0,1,0,625
Jannik Vestergaard,defender,Southampton,1900032e,26,2019,77,1.4,3,45,2,109,5,60.0,12,0.24,0,73.6,1,0,0,676
Jason,midfielder,Getafe,9038c2a1,25,2019,76,1.5,25,47,0,16,52,46.2,14,0.08,0,40.0,0,1,0,625
Jean-Eudes Aholou,midfielder,Saint-Г‰tienne,48b28bfd,25,2019,74,0.7,2,31,0,14,16,75.0,47,0.23,0,47.6,0,1,0,625
Jean-KГ©vin Augustin,forward,Monaco,97bfa797,22,2019,73,0.5,0,6,0,0,9,44.4,16,0.89,0,0.0,0,0,1,484
Jean-Philippe Gbamin,midfielder,Everton,6bd603db,23,2019,78,0.0,4,5,0,7,3,66.7,46,-0.63,0,60.0,0,1,0,529
Jean-Victor Makengo,midfielder,Toulouse,22bfb57e,21,2019,70,0.8,6,17,1,10,29,44.8,12,-0.56,0,15.8,0,1,0,441
Jeff Hendrick,midfielder,Burnley,989d5705,27,2019,75,1.7,24,38,0,34,47,46.8,19,-0.01,0,59.5,0,1,0,729
Jeffrey Gouweleeuw,defender,Augsburg,1025db8e,28,2019,76,0.0,9,65,0,171,9,77.8,8,-0.44,0,54.5,1,0,0,784
Jeffrey Schlupp,forward,Crystal Palace,3312f911,26,2019,74,1.7,9,31,0,14,24,54.2,28,-0.53,0,45.5,0,0,1,676
Jeison Murillo,defender,Celta Vigo,b233e8e4,27,2019,77,0.5,5,57,2,126,4,100.0,18,-0.22,0,61.3,1,0,0,729
Jens Stryger Larsen,defender,Udinese,f91e81c9,28,2019,75,1.3,39,47,0,80,22,72.7,22,-0.15,0,34.3,1,0,0,784
Jesse Lingard,midfielder,Manchester Utd,810e3c74,26,2019,77,1.9,5,18,0,5,23,56.5,22,0.7,0,14.3,0,1,0,676
JesГєs Navas,defender,Sevilla,3f10bd22,33,2019,84,0.3,65,58,0,88,60,61.7,45,0.48,0,28.8,1,0,0,1089
Joachim Andersen,defender,Lyon,e34fc66d,23,2019,76,0.9,3,27,2,166,3,100.0,0,0.24,0,69.4,1,0,0,529
JoaquГ­n,midfielder,Betis,4c5b14d2,38,2019,74,6.0,26,29,1,24,82,68.3,23,0.2,0,40.0,0,1,0,1444
JoaquГ­n Correa,forward,Lazio,45b9b619,24,2019,81,10.4,20,20,0,14,76,68.4,27,0.46,0,29.8,0,0,1,576
Joe Gomez,defender,Liverpool,7a11550b,22,2019,83,0.0,10,61,2,137,11,72.7,12,0.96,0,58.1,1,0,0,484
Joel Ward,defender,Crystal Palace,8a7ff278,29,2019,76,0.3,45,117,1,117,15,53.3,16,-0.41,0,64.6,1,0,0,841
John Brooks,defender,Wolfsburg,e27da244,26,2019,76,1.2,5,79,0,147,4,75.0,0,0.33,0,67.9,1,0,0,676
John Guidetti,forward,AlavГ©s,99bebd12,27,2019,74,0.1,0,2,0,0,4,75.0,10,-2.31,0,50.0,0,0,1,729
John Stones,defender,Manchester City,5eecec3d,25,2019,80,0.4,7,25,2,98,5,100.0,19,1.32,0,64.7,1,0,0,625
Jonas Hofmann,midfielder,M'Gladbach,2903a856,27,2019,77,4.4,19,61,0,21,28,42.9,18,0.76,0,15.0,0,1,0,729
Jonas Martin,midfielder,Strasbourg,468fdbad,29,2019,73,0.8,0,6,0,4,4,75.0,0,0.86,0,33.3,0,1,0,841
Jonathan Bamba,forward,Lille,b2bd0f6c,23,2019,78,5.6,19,28,2,9,82,54.9,17,0.29,0,40.0,0,0,1,529
Jonathan Schmid,defender,Freiburg,088ca1bd,29,2019,77,3.3,41,77,0,92,33,42.4,29,-0.41,0,59.6,1,0,0,841
Jonathan Tah,defender,Leverkusen,bd142efb,23,2019,79,0.3,11,63,2,164,16,87.5,41,0.35,0,73.5,1,0,0,529
Jonjo Shelvey,midfielder,Newcastle Utd,3727dd3c,27,2019,77,2.5,19,52,0,58,20,75.0,6,-0.7,0,56.7,0,1,0,729
Jonjoe Kenny,defender,Schalke 04,099e666f,22,2019,76,1.3,38,75,0,85,20,55.0,0,-0.45,0,49.2,1,0,0,484
Jonny Evans,defender,Leicester City,f8fcd2a5,31,2019,80,3.7,7,105,4,340,8,75.0,0,0.39,1,64.3,1,0,0,961
Jordan Amavi,defender,Marseille,22721b88,25,2019,78,0.7,22,111,0,78,52,57.7,24,0.33,0,73.3,1,0,0,625
Jordan Ayew,forward,Crystal Palace,da052c14,27,2019,77,7.5,24,63,0,30,117,62.4,0,-0.53,0,31.3,0,0,1,729
Jordan Ferri,midfielder,Montpellier,375622c5,27,2019,73,0.4,22,32,0,12,32,65.6,22,-0.1,0,50.0,0,1,0,729
Jordan Henderson,midfielder,Liverpool,935e6b8f,29,2019,86,1.1,24,93,2,29,28,60.7,16,0.9,0,70.6,0,1,0,841
Jordan Torunarigha,defender,Hertha BSC,f86cabbd,21,2019,75,0.6,6,63,0,126,22,63.6,11,-0.29,0,75.0,1,0,0,441
Jordan Veretout,midfielder,Roma,4a56052c,26,2019,79,4.9,18,54,1,48,37,78.4,16,0.67,0,38.9,0,1,0,676
Jorginho,midfielder,Chelsea,45db685d,27,2019,83,3.2,20,130,2,79,21,61.9,23,0.79,0,26.9,0,1,0,729
Joselu,forward,AlavГ©s,6265208f,29,2019,76,11.7,16,39,0,50,34,38.2,27,-0.31,0,66.3,0,0,1,841
Joshua Kimmich,forward,Bayern Munich,49296448,24,2019,88,1.2,31,81,0,87,30,63.3,11,1.57,0,47.3,0,0,1,576
Joshua King,forward,Bournemouth,43458538,27,2019,77,6.5,27,24,0,12,107,48.6,24,-0.3,0,47.2,0,0,1,729
Josip Brekalo,midfielder,Wolfsburg,d4a2533d,21,2019,76,3.8,31,34,0,11,82,46.3,24,0.44,0,32.4,0,1,0,441
Josuha Guilavogui,forward,Wolfsburg,e6c43eec,28,2019,78,1.3,12,86,2,92,19,68.4,12,0.26,0,59.4,0,0,1,784
JosГ© CallejГіn,forward,Napoli,78841da9,32,2019,84,5.2,23,23,1,15,29,31.0,22,0.4,0,37.5,0,0,1,1024
JosГ© MarГ­a GimГ©nez,defender,AtlГ©tico Madrid,f0da930c,24,2019,84,0.9,6,43,1,132,3,100.0,23,0.67,0,73.6,1,0,0,576
JoГЈo Cancelo,defender,Manchester City,bd6351cd,25,2019,83,0.6,15,61,0,30,53,69.8,21,1.6,0,46.3,1,0,0,625
JoГЈo Moutinho,midfielder,Wolves,f5a00fa4,32,2019,83,0.9,19,143,1,44,21,71.4,22,0.37,0,42.2,0,1,0,1024
JoГЈo Pedro,forward,Cagliari,81255c03,27,2019,69,13.7,20,26,0,47,52,48.1,45,-0.41,0,44.3,0,0,1,729
Juan Cuadrado,midfielder,Juventus,0ab1f153,31,2019,81,1.2,20,102,0,64,71,59.2,34,0.9,0,36.1,0,1,0,961
Juanmi,forward,Betis,84399660,26,2019,75,1.5,1,4,0,1,3,66.7,24,-0.45,0,66.7,0,0,1,676
Jules KoundГ©,defender,Sevilla,4d1666ff,20,2019,79,2.2,11,46,2,167,21,85.7,23,0.41,0,66.4,1,0,0,400
Julian Brandt,midfielder,Dortmund,a167537f,23,2019,84,3.6,34,64,1,16,92,71.7,27,0.57,0,43.8,0,1,0,529
Julian Draxler,midfielder,Paris S-G,1a992676,25,2019,80,1.1,3,23,0,2,15,60.0,26,1.38,0,75.0,0,1,0,625
Junior Sambia,forward,Montpellier,24eb7ed6,22,2019,68,0.6,1,16,0,13,15,40.0,19,-0.31,1,53.3,0,0,1,484
JГ©rГґme Roussillon,defender,Wolfsburg,13203c45,26,2019,80,1.0,31,78,0,74,88,53.4,6,0.33,0,41.9,1,0,0,676
JГіhann Berg GuГ°mundsson,midfielder,Burnley,f72293fc,28,2019,77,0.6,3,11,0,9,6,83.3,30,0.52,0,33.3,0,1,0,784
Kai Havertz,midfielder,Leverkusen,fed7cb61,20,2019,85,9.1,36,23,0,25,119,47.9,26,0.18,0,42.2,0,1,0,400
Kalidou Koulibaly,defender,Napoli,da974c7b,28,2019,88,0.8,6,82,1,209,20,55.0,42,0.49,1,57.8,1,0,0,784
Karim Bellarabi,forward,Leverkusen,bee0bab1,29,2019,82,6.4,29,29,0,7,92,55.4,26,0.45,0,33.3,0,0,1,841
Karim Benzema,forward,Real Madrid,70d74ece,31,2019,89,20.3,24,25,1,33,68,55.9,29,0.86,0,43.3,0,0,1,961
Karim Onisiwo,forward,Mainz 05,f26834c7,27,2019,74,5.0,11,34,0,17,73,63.0,27,-0.45,0,39.6,0,0,1,729
Karim Rekik,defender,Hertha BSC,3376a776,24,2019,75,0.6,4,34,0,83,5,80.0,0,-0.31,1,59.0,1,0,0,576
Karol Linetty,midfielder,Sampdoria,d023d70f,24,2019,74,1.8,24,87,0,27,57,64.9,28,-0.34,0,34.4,0,1,0,576
Kelechi Iheanacho,forward,Leicester City,c92e1a31,22,2019,74,6.0,15,6,0,5,27,59.3,28,0.91,0,9.7,0,0,1,484
Kerem Demirbay,midfielder,Leverkusen,54b4dc4e,26,2019,80,3.2,21,57,1,18,39,71.8,19,0.39,0,57.6,0,1,0,676
Kevin Akpoguma,defender,Hoffenheim,6ec6fde0,24,2019,73,0.1,6,37,0,130,3,66.7,18,-0.33,1,43.8,1,0,0,576
Kevin Bonifazi,defender,SPAL,fb77bfef,23,2019,70,1.2,2,51,2,148,15,80.0,45,-0.97,0,83.3,1,0,0,529
Kevin De Bruyne,midfielder,Manchester City,e46012d4,28,2019,91,7.3,48,63,2,39,81,59.3,32,1.71,0,51.5,0,1,0,784
