"Player","Pos","Squad","id","Age","Season","RATING","xG","xA","Blocks","Tkl+Int","Err","Def Pen","Att Pen","Att.5","Succ%","TotDist.1","Mn/Sub","onxG","xG+/-90","OG","Recov","Won%","def","mid","forw","Age^2"
"Josuha Guilavogui","forward","Wolfsburg","e6c43eec","28","2019","78","1.3","1.1","12","86","2","92","22","19","68.4","2506","12","34","0.26","0","181","59.4","0","0","1","784"
"JosГ© CallejГіn","forward","Napoli","78841da9","32","2019","84","5.2","5.6","23","23","1","15","70","29","31","3105","22","39.8","0.4","0","88","37.5","0","0","1","1024"
"JosГ© MarГ­a GimГ©nez","defender","AtlГ©tico Madrid","f0da930c","24","2019","84","0.9","0.1","6","43","1","132","18","3","100","2418","23","30.5","0.67","0","87","73.6","1","0","0","576"
"JoГЈo Cancelo","defender","Manchester City","bd6351cd","25","2019","83","0.6","1.9","15","61","0","30","33","53","69.8","4380","21","32.5","1.6","0","99","46.3","1","0","0","625"
"JoГЈo Moutinho","midfielder","Wolves","f5a00fa4","32","2019","83","0.9","6","19","143","1","44","6","21","71.4","5124","22","47.6","0.37","0","248","42.2","0","1","0","1024"
"JoГЈo Pedro","forward","Cagliari","81255c03","27","2019","69","13.7","2.1","20","26","0","47","137","52","48.1","3606","45","39.9","-0.41","0","102","44.3","0","0","1","729"
"Juan Cuadrado","midfielder","Juventus","0ab1f153","31","2019","81","1.2","3.5","20","102","0","64","45","71","59.2","8904","34","58.2","0.9","0","169","36.1","0","1","0","961"
"Juanmi","forward","Betis","84399660","26","2019","75","1.5","0.1","1","4","0","1","11","3","66.7","243","24","4","-0.45","0","11","66.7","0","0","1","676"
"Jules KoundГ©","defender","Sevilla","4d1666ff","20","2019","79","2.2","0.8","11","46","2","167","40","21","85.7","5134","23","34.8","0.41","0","108","66.4","1","0","0","400"
"Julian Brandt","midfielder","Dortmund","a167537f","23","2019","84","3.6","5.1","34","64","1","16","83","92","71.7","6501","27","46.4","0.57","0","132","43.8","0","1","0","529"
"Julian Draxler","midfielder","Paris S-G","1a992676","25","2019","80","1.1","1.7","3","23","0","2","21","15","60","2133","26","18.3","1.38","0","52","75","0","1","0","625"
"Junior Sambia","forward","Montpellier","24eb7ed6","22","2019","68","0.6","0.4","1","16","0","13","7","15","40","1101","19","8.3","-0.31","1","37","53.3","0","0","1","484"
"JГ©rГґme Roussillon","defender","Wolfsburg","13203c45","26","2019","80","1","2.2","31","78","0","74","44","88","53.4","4296","6","42.5","0.33","0","147","41.9","1","0","0","676"
"JГіhann Berg GuГ°mundsson","midfielder","Burnley","f72293fc","28","2019","77","0.6","1.3","3","11","0","9","23","6","83.3","990","30","11","0.52","0","31","33.3","0","1","0","784"
"Kai Havertz","midfielder","Leverkusen","fed7cb61","20","2019","85","9.1","5.3","36","23","0","25","133","119","47.9","6930","26","45.5","0.18","0","100","42.2","0","1","0","400"
"Kalidou Koulibaly","defender","Napoli","da974c7b","28","2019","88","0.8","0.7","6","82","1","209","23","20","55","6809","42","41.8","0.49","1","159","57.8","1","0","0","784"
"Karim Bellarabi","forward","Leverkusen","bee0bab1","29","2019","82","6.4","4","29","29","0","7","81","92","55.4","4890","26","32.4","0.45","0","67","33.3","0","0","1","841"
"Karim Benzema","forward","Real Madrid","70d74ece","31","2019","89","20.3","6.2","24","25","1","33","238","68","55.9","5833","29","60.5","0.86","0","71","43.3","0","0","1","961"
"Karim Onisiwo","forward","Mainz 05","f26834c7","27","2019","74","5","2.5","11","34","0","17","96","73","63","2841","27","29","-0.45","0","66","39.6","0","0","1","729"
"Karim Rekik","defender","Hertha BSC","3376a776","24","2019","75","0.6","0.5","4","34","0","83","10","5","80","2383","0","17.2","-0.31","1","75","59","1","0","0","576"
"Karol Linetty","midfielder","Sampdoria","d023d70f","24","2019","74","1.8","1.9","24","87","0","27","49","57","64.9","3363","28","29.7","-0.34","0","140","34.4","0","1","0","576"
"Kelechi Iheanacho","forward","Leicester City","c92e1a31","22","2019","74","6","1.2","15","6","0","5","72","27","59.3","1567","28","20.7","0.91","0","25","9.7","0","0","1","484"
"Kerem Demirbay","midfielder","Leverkusen","54b4dc4e","26","2019","80","3.2","3.7","21","57","1","18","28","39","71.8","4373","19","35.1","0.39","0","131","57.6","0","1","0","676"
"Kevin Akpoguma","defender","Hoffenheim","6ec6fde0","24","2019","73","0.1","0.1","6","37","0","130","2","3","66.7","2637","18","19.9","-0.33","1","72","43.8","1","0","0","576"
"Kevin Bonifazi","defender","SPAL","fb77bfef","23","2019","70","1.2","0.1","2","51","2","148","5","15","80","2309","45","12.3","-0.97","0","100","83.3","1","0","0","529"
"Kevin De Bruyne","midfielder","Manchester City","e46012d4","28","2019","91","7.3","14.6","48","63","2","39","150","81","59.3","8895","32","79.2","1.71","0","136","51.5","0","1","0","784"
"Kevin Kampl","midfielder","RB Leipzig","b825a650","28","2019","81","0.3","2.7","13","33","0","9","5","9","77.8","1753","21","16.8","1.13","0","58","25","0","1","0","784"
"Kevin Lasagna","forward","Udinese","09538fdb","26","2019","75","10.6","1.5","17","37","1","25","145","35","34.3","2762","29","31.1","-0.31","0","78","36.3","0","0","1","676"
"Kevin Long","defender","Burnley","5a4280b1","28","2019","71","0.2","0","4","11","0","30","3","1","100","420","12","8","0.08","0","23","55.3","1","0","0","784"
"Kevin Strootman","midfielder","Marseille","ef2e5e1a","29","2019","77","1.8","0.9","13","56","0","37","20","5","60","2884","9","22.6","0.22","0","82","48.3","0","1","0","841"
"Kevin Vogt","forward","Werder Bremen","1d8e9add","27","2019","77","0.1","0.3","2","39","1","84","8","4","100","2184","0","13.4","-0.46","0","90","62.5","0","0","1","729"
"Kevin Volland","forward","Leverkusen","64f69877","27","2019","81","11.5","4.1","31","21","0","10","136","35","62.9","2161","16","40.4","0.3","0","74","44.7","0","0","1","729"
"Kieran Trippier","defender","AtlГ©tico Madrid","21512407","28","2019","83","0.1","4.9","28","76","0","59","20","18","72.2","3148","22","35.4","0.83","0","132","51","1","0","0","784"
"Kingsley Coman","forward","Bayern Munich","042e8a49","23","2019","84","4.7","5.8","25","23","0","1","117","97","59.8","5160","24","39.1","1.17","0","87","51.4","0","0","1","529"
"Koffi Djidji","defender","Torino","933d3b51","26","2019","72","0","0","0","42","1","100","0","9","88.9","1112","15","9.9","-1.08","1","56","50","1","0","0","676"
"Koke","midfielder","AtlГ©tico Madrid","55126f3b","27","2019","85","2.6","4.8","20","99","2","44","50","22","63.6","3797","28","47.3","0.72","0","172","41.4","0","1","0","729"
"Konrad Laimer","midfielder","RB Leipzig","c1b7847c","22","2019","82","0.8","2.8","27","125","0","39","18","53","66","4201","33","51","1.15","0","190","45.8","0","1","0","484"
"Kurt Zouma","defender","Chelsea","ce4246f5","24","2019","80","1.2","0.4","8","81","2","243","25","12","66.7","7667","46","45.3","0.68","1","150","75.5","1","0","0","576"
"Kyle Walker","defender","Manchester City","86dd77d1","29","2019","85","1.2","2.9","27","56","1","59","33","31","74.2","8964","45","65.5","1.48","0","144","47.6","1","0","0","841"
"Kyle Walker-Peters","defender","Southampton","984a5a64","22","2019","75","0.1","0.3","14","27","1","29","10","19","89.5","1961","30","13.4","0.48","0","62","30","1","0","0","484"
"Kylian MbappГ©","forward","Paris S-G","42fd9c7f","20","2019","90","15.6","8.8","11","10","0","1","181","107","51.4","4649","21","52.1","2.18","0","33","50","0","0","1","400"
"KГ©vin Gameiro","forward","Valencia","42276181","32","2019","79","5.3","2.2","19","22","0","6","78","29","58.6","2168","26","20.4","-0.35","0","43","12.5","0","0","1","1024"
"KГ©vin N'Doram","midfielder","Metz","e50623a0","23","2019","72","0.4","0.4","10","69","0","35","7","28","64.3","3276","11","16.3","-0.54","0","97","51.7","0","1","0","529"
"KГ©vin Rodrigues","forward","LeganГ©s","f1bed920","25","2019","74","1.2","3.3","20","87","1","43","28","51","70.6","2308","33","22.4","0.03","0","101","30","0","0","1","625"
"Lars Stindl","midfielder","M'Gladbach","7cd6badb","30","2019","80","7.2","3.1","16","37","0","10","56","23","47.8","1925","26","34.6","1.03","0","79","33.9","0","1","0","900"
"Leon Bailey","forward","Leverkusen","3a233281","21","2019","80","4.3","2.8","18","14","0","6","57","56","62.5","2922","28","22","0.46","0","68","40","0","0","1","441"
"Leon Goretzka","midfielder","Bayern Munich","cc86b9a3","24","2019","84","5.5","2.7","20","52","0","17","45","25","76","3363","16","43.9","1.51","0","119","50.8","0","1","0","576"
"Leonardo Bonucci","defender","Juventus","52ec54d0","32","2019","85","3.4","0.9","8","59","2","269","22","5","80","6892","0","64.4","0.75","0","133","55","1","0","0","1024"
"Leonardo Pavoletti","forward","Cagliari","d37b0350","30","2019","75","0.1","0","0","1","0","3","1","0","0","20","1","0.4","0.01","0","0","50","0","0","1","900"
"Leonardo Spinazzola","defender","Roma","3626daea","26","2019","78","1.1","3.1","27","44","0","67","55","40","57.5","5068","23","29.1","0.33","0","86","41.2","1","0","0","676"
"Leroy SanГ©","forward","Manchester City","2b114be3","23","2019","85","0.1","0","0","0","0","0","1","0","0","39","12","0.2","1.37","0","1","0","0","0","1","529"
"Levin Г–ztunalД±","midfielder","Mainz 05","66385c46","23","2019","73","2.5","2.3","23","37","2","28","65","66","60.6","3212","29","30.4","-0.12","0","107","50","0","1","0","529"
"Lewis Dunk","defender","Brighton","282f75f3","27","2019","78","4.5","0.6","4","95","2","408","48","7","71.4","8106","0","43.8","-0.18","0","250","65.5","1","0","0","729"
"Lionel Messi","forward","Barcelona","d70ce98e","32","2019","93","19.4","14","40","28","0","0","208","263","69.2","11499","45","58.2","0.82","0","56","76.9","0","0","1","1024"
"Lorenzo De Silvestri","defender","Torino","e74f0e59","31","2019","74","2.3","1.7","32","34","0","87","59","9","44.4","2908","13","26.9","-0.49","0","89","64.1","1","0","0","961"
"Lorenzo Insigne","forward","Napoli","2f557579","28","2019","85","12.5","5.5","30","51","1","7","157","106","53.8","8754","25","50.1","0.35","0","161","25","0","0","1","784"
"Lorenzo Pellegrini","midfielder","Roma","4a5a45c7","23","2019","79","4.4","6.4","27","45","0","24","73","46","54.3","5911","30","43.2","0.51","0","94","35.7","0","1","0","529"
"Lorenzo Tonelli","defender","Sampdoria","8cc29864","29","2019","74","0.2","0.1","2","17","0","53","3","6","100","1250","0","11.1","-0.37","0","36","48.1","1","0","0","841"
"Lucas Alario","forward","Leverkusen","834d0be5","26","2019","77","7.3","0.9","12","7","0","11","78","18","72.2","1027","18","22.4","0.21","0","24","44.2","0","0","1","676"
"Lucas Digne","defender","Everton","1b84dbe1","26","2019","84","1.5","5.7","63","115","0","99","52","36","63.9","4362","0","42.1","-0.01","1","182","67.9","1","0","0","676"
"Lucas HernГЎndez","defender","Bayern Munich","c3ee18ef","23","2019","82","0.4","1","8","33","0","37","10","10","80","2881","17","23.3","0.86","0","44","66.7","1","0","0","529"
"Lucas HГ¶ler","forward","Freiburg","ca618d23","25","2019","71","8.9","2","35","47","0","39","113","59","52.5","3459","25","38.4","-0.61","0","111","43.5","0","0","1","625"
"Lucas Ocampos","forward","Sevilla","a08b974a","25","2019","82","12.7","4","51","76","0","26","176","152","44.7","6934","38","43.5","0.49","0","141","43.5","0","0","1","625"
"Lucas Torreira","midfielder","Arsenal","52611641","23","2019","81","1.4","1","7","65","0","55","25","23","73.9","3024","18","19.5","-0.33","0","107","32.3","0","1","0","529"
"Lucas Tousart","midfielder","Lyon","71ec39ef","22","2019","76","2.1","0.7","15","89","1","38","27","24","62.5","3517","23","26","0.38","0","115","53.5","0","1","0","484"
"Lucas VГЎzquez","midfielder","Real Madrid","fd51b456","28","2019","80","1.4","1.6","8","33","1","6","31","28","60.7","2044","16","19.7","1.09","0","70","27.3","0","1","0","784"
"Ludovic Blas","forward","Nantes","6191093d","21","2019","76","4","1.7","22","40","0","6","44","102","57.8","4578","20","21.2","-0.16","0","103","32.7","0","0","1","441"
"Ludwig Augustinsson","forward","Werder Bremen","9fec8860","25","2019","76","0.2","2","18","39","0","29","16","11","72.7","1406","31","11.9","-0.88","0","41","51.6","0","0","1","625"
"Luis Alberto","midfielder","Lazio","5294a83f","26","2019","85","6.6","8.9","38","71","1","14","98","107","68.2","11683","0","62.3","0.52","0","217","33.3","0","1","0","676"
"Luis Muriel","forward","Atalanta","eb2fe5b6","28","2019","79","12.7","2.7","18","19","0","0","115","57","52.6","3371","24","36.5","1.6","0","50","42.6","0","0","1","784"
"Luis SuГЎrez","forward","Barcelona","a6154613","32","2019","87","12.7","2.8","22","5","0","20","133","47","48.9","2048","33","36.5","0.57","0","36","57.9","0","0","1","1024"
"Luiz Felipe","defender","Lazio","15d0c248","22","2019","77","1","0.4","15","83","2","175","18","8","75","6110","29","42.6","0.48","0","98","43.1","1","0","0","484"
"Luka JoviД‡","forward","Real Madrid","4d8cd038","21","2019","80","2.4","0.4","1","4","0","1","16","9","55.6","381","11","11","1.2","0","9","62.5","0","0","1","441"
"Luka MilivojeviД‡","midfielder","Crystal Palace","2ce2508a","28","2019","79","2.7","2.8","21","103","4","92","9","11","63.6","3821","17","24.1","-0.63","0","179","54.1","0","1","0","784"
"Luka ModriД‡","midfielder","Real Madrid","6025fab1","33","2019","87","1.5","3.4","20","59","0","19","33","62","69.4","6659","21","39.3","0.91","0","132","32.4","0","1","0","1089"
"Lukas Klostermann","defender","RB Leipzig","ca8033cb","23","2019","80","2.7","2","17","71","2","170","28","23","65.2","5468","0","64.6","1.12","0","172","48.2","1","0","0","529"
"Lukas KlГјnter","defender","Hertha BSC","92948149","23","2019","72","0.3","1.1","23","71","1","88","8","28","46.4","2820","26","26.3","-0.3","0","100","47.2","1","0","0","529"
"Lukas KГјbler","defender","Freiburg","2a29eb9b","26","2019","72","0.1","0","0","2","0","7","1","4","100","363","2","1.1","-1.14","0","13","42.9","1","0","0","676"
"Luke Shaw","defender","Manchester Utd","9c94165b","24","2019","81","0.7","1.7","18","58","1","75","34","31","71","4361","10","32","0.71","0","92","56.6","1","0","0","576"
"Lyanco","defender","Torino","b5bf1770","22","2019","71","0.1","0.2","6","46","2","99","2","15","60","2355","17","11","-0.7","1","92","48.6","1","0","0","484"
"LГЎszlГі BГ©nes","midfielder","M'Gladbach","fe888e39","21","2019","73","1.4","3.4","7","23","1","6","21","18","72.2","1343","11","20.3","0.32","0","56","66.7","0","1","0","441"
"M'Baye Niang","forward","Rennes","2054d037","24","2019","78","9.3","0.4","19","22","0","25","100","49","32.7","2149","32","30","0.15","0","53","48.5","0","0","1","576"
"Mahmoud Dahoud","midfielder","Dortmund","db4ed67b","23","2019","76","0.9","0.5","8","18","0","13","8","13","76.9","1801","20","6.7","0.05","0","45","37.5","0","1","0","529"
"Makoto Hasebe","forward","Eint Frankfurt","9ab16552","35","2019","76","0","1","10","54","0","92","1","5","80","6617","39","42.2","0.45","0","174","45.8","0","0","1","1225"
"Mamadou Sakho","defender","Crystal Palace","87935cf3","29","2019","76","0","0.1","5","27","2","92","3","5","80","1518","42","9.4","-0.83","0","67","50","1","0","0","841"
"Manolo Gabbiadini","forward","Sampdoria","8f866fe8","27","2019","75","8.1","2.7","24","19","0","18","81","26","46.2","2444","20","31.5","-0.07","0","51","42.1","0","0","1","729"
"Manuel Akanji","defender","Dortmund","89ac64a6","24","2019","78","0.4","0.8","10","68","2","170","10","7","85.7","7119","16","49.4","0.84","1","119","48.4","1","0","0","576"
"Manuel Gulde","defender","Freiburg","25ab9c9c","28","2019","74","1.6","0.6","11","50","1","124","19","5","100","2927","44","19.5","-0.8","0","63","53.2","1","0","0","784"
"Manuel Lanzini","midfielder","West Ham","26f6dca8","26","2019","78","2.2","1.7","6","24","0","10","31","48","68.8","3612","26","23.2","-0.64","0","81","28.6","0","1","0","676"
"Manuel Lazzari","defender","Lazio","02caf6e0","25","2019","81","1.3","2.8","33","28","0","42","84","62","51.6","5909","30","48.7","0.38","0","94","10.5","1","0","0","625"
"Manuel Locatelli","midfielder","Sassuolo","a8a874f1","21","2019","78","1.5","4.5","21","109","0","103","33","66","77.3","7210","26","43.4","-0.12","1","191","42.6","0","1","0","441"
"Marc Albrighton","forward","Leicester City","b827d5b3","29","2019","76","0.4","1.6","14","34","0","12","20","33","42.4","1968","22","15.3","0.34","0","67","30","0","0","1","841"
"Marc Roca","midfielder","Espanyol","da27e268","22","2019","77","2.6","2.9","15","113","2","82","18","26","57.7","5385","0","29.9","-0.48","0","210","39.2","0","1","0","484"
"Marcel Halstenberg","defender","RB Leipzig","8ff2354e","27","2019","82","2.1","4","26","92","2","116","46","30","76.7","6105","45","60.3","1.03","0","187","59.1","1","0","0","729"
"Marcel Sabitzer","midfielder","RB Leipzig","e280527c","25","2019","83","7.2","5.9","37","62","0","34","68","31","51.6","4435","24","57.7","1.01","0","217","53.5","0","1","0","625"
"Marcelo","defender","Lyon","e3d0b0c4","32","2019","83","0.7","0.2","6","49","0","120","19","0","0","3997","0","22.9","0.52","0","91","71.9","1","0","0","1024"
"Marcelo","defender","Real Madrid","603116a7","31","2019","83","0.5","3","18","37","0","41","35","24","75","3906","0","28.1","1.1","0","91","58.8","1","0","0","961"
"Marcelo BrozoviД‡","midfielder","Inter","33b8d077","26","2019","84","3.2","2.6","23","113","2","90","30","35","77.1","7625","24","50","0.55","0","188","50","0","1","0","676"
